file,role,bytes,sha256,numeric_id,slug,csv_present,csv_published,index_present,classification
posts/185893876.budget-2026-larchitecture-du-mensonge.html,HTML,40753,94a97800c73f82f179408d6b92fc5e764b65d8168c7d96ef24fff60c868eb8dc,185893876,budget-2026-larchitecture-du-mensonge,Y,TRUE,Y,RECONCILED
posts/186057704.letat-qui-veut-tout-controler-mais.html,HTML,14128,3456a3ce22737b25ddedf55b0f79c73dbfb2320397d07943e9abb8a91f53fca0,186057704,letat-qui-veut-tout-controler-mais,Y,TRUE,Y,RECONCILED
posts/186127641.limpasse-persique-pourquoi-loccident.html,HTML,13446,1043ff31c45b72f3c3977f64a0dcba3a5f2fb7dc644e43e85d334512b38ada83,186127641,limpasse-persique-pourquoi-loccident,Y,TRUE,Y,RECONCILED
posts/186286764.ce-que-macron-appelle-protection.html,HTML,29973,ade5c466cea53f4d0c0406a8b4b55afe9ad36e2a38812478e1562a8262e63222,186286764,ce-que-macron-appelle-protection,Y,TRUE,Y,RECONCILED
posts/186775451.ils-ont-quitte-lhumanite.html,HTML,33173,abed7f9ccc2bd8c07e315318d9365ab34ea0026ad065b203465796edc547e082,186775451,ils-ont-quitte-lhumanite,Y,TRUE,Y,RECONCILED
posts/186844276.tristan-mendes-france-la-machine.html,HTML,41438,7f652333e2d14177251bc0c9c16f8ef28b0dbfb5b0da77ffed3485297f7ab8c6,186844276,tristan-mendes-france-la-machine,Y,TRUE,Y,RECONCILED
posts/186904003.larchitecture-de-la-censure-europeenne.html,HTML,127966,7db37dd524d3b7c199535abb2ec335688e8b4ea49f87c85e24db6a82fefd5d7c,186904003,larchitecture-de-la-censure-europeenne,Y,TRUE,Y,RECONCILED
posts/187237034.de-lombre-des-cavernes-a-lecran-lumineux.html,HTML,47695,c4695d506bd63eaf6e78eb3b5f55d3735b838b354e12bf81c62fce48a9c31b4a,187237034,de-lombre-des-cavernes-a-lecran-lumineux,Y,TRUE,Y,RECONCILED
posts/187436825.darwin-et-evolution-enquete-sur-les.html,HTML,70471,ec1a01b731b5a49e933baeff239b7cea94565ee3fd43f6491b03f6fa558d23dc,187436825,darwin-et-evolution-enquete-sur-les,Y,TRUE,Y,RECONCILED
posts/187674415.le-triangle-de-la-capture-le-mecanisme.html,HTML,57111,8fb62146aa06f11e8d4781f79e1f3c233c2e7cba9ecf88caa392fdce944c8b75,187674415,le-triangle-de-la-capture-le-mecanisme,Y,TRUE,Y,RECONCILED
posts/188810196.le-gulag-digital-surveilles-a-100.html,HTML,25184,6b77abad4639376c504e480f8c66e9d5f947f89a931e7427e214ab0c0e1c5286,188810196,le-gulag-digital-surveilles-a-100,Y,TRUE,Y,RECONCILED
posts/188933060.le-piege-knafo-cheval-de-troie-dune.html,HTML,21579,c9a079307a490036fc5a9906a3cb0bcb116f7cd901179ce451bf56d964494601,188933060,le-piege-knafo-cheval-de-troie-dune,Y,TRUE,Y,RECONCILED
posts/189043675.la-machine-a-silence.html,HTML,39781,c44208cbcbe79a41e6330e5ca9e381fa299a4d2012c847f6df68813173cb0f70,189043675,la-machine-a-silence,Y,TRUE,Y,RECONCILED
posts/189647946.lempire-des-miettes.html,HTML,24277,4fdf75d72681728e995bfcfb807250c248ad76d84e38bf547f6de49e6be02181,189647946,lempire-des-miettes,Y,TRUE,Y,RECONCILED
posts/189855247.le-sanctuaire-inverse-comment-la.html,HTML,60063,fe11ce5c2e216c034b08e023e44618503ef2a660f9189b8d9b2b721a67daaee4,189855247,le-sanctuaire-inverse-comment-la,Y,TRUE,Y,RECONCILED
posts/190192234.le-grand-manege-de-la-depossession.html,HTML,26928,b03934953a565094a118b88405412b425a96c65e6925324b328799e09f80247d,190192234,le-grand-manege-de-la-depossession,Y,TRUE,Y,RECONCILED
posts/190587326.ue-mercosur-le-mensonge-sanitaire.html,HTML,38332,b6e4b92a0d1bbce59ca7afd0b7f3fb279f7c98f256a8ffa405674e6db3093b85,190587326,ue-mercosur-le-mensonge-sanitaire,Y,TRUE,Y,RECONCILED
posts/190739827.le-sabotage-energetique-francais.html,HTML,36907,0ab193142f2e13b35347248298b1ae807d8d91a67a802cfc06c35ad6a7c37d2d,190739827,le-sabotage-energetique-francais,Y,TRUE,Y,RECONCILED
posts/191030786.linflation-normative-francaise.html,HTML,29133,82e1000f620bb9adf281ce373045c3bac681e72c4ded44abf4e3544f1c5f15c6,191030786,linflation-normative-francaise,Y,FALSE,N,HTML_DRAFT_OR_UNPUBLISHED
posts/191154925.pourquoi-les-electeurs-francais-votent.html,HTML,44685,dccc3b95ad356aa4455a0171a43a5cb45371cd639600ee05f803cf8f77b4f57b,191154925,pourquoi-les-electeurs-francais-votent,Y,TRUE,Y,RECONCILED
posts/191802696.la-guerre-des-autres.html,HTML,45571,14b3a8974ad0865c475807895435675f3c658df3931a53feb895436ce0766a95,191802696,la-guerre-des-autres,Y,TRUE,Y,RECONCILED
posts/192293819.la-democratie-en-cage.html,HTML,44548,52cffafb06e101bbfab8f5806d1ade0c962a1a8d9d386310ea71d768ef213159,192293819,la-democratie-en-cage,Y,TRUE,Y,RECONCILED
posts/192351575.le-reseau-qui-nous-facture.html,HTML,42982,f420de0fe715df44ba9541b413bf25877896c61694bd1edaed833e5663024445,192351575,le-reseau-qui-nous-facture,Y,TRUE,Y,RECONCILED
posts/192483249.ce-nest-pas-du-satanisme-cest-une.html,HTML,72061,adc4303f6adc595727b0604059d048cf041dc24be9c3fd02802a39950230c665,192483249,ce-nest-pas-du-satanisme-cest-une,Y,TRUE,Y,RECONCILED
posts/192726440.le-vampire-de-la-croissance.html,HTML,36334,3eb1bed338e2ccfa1f6a030cba3e30c8f67f4ac2975db44c913895143dd561ae,192726440,le-vampire-de-la-croissance,Y,TRUE,Y,RECONCILED
posts/193017697.comment-la-richesse-verrouille-le.html,HTML,50280,34d17c9c78147e6be4654962b58d2755c6174fb105d2b47f47ea8d91523fe791,193017697,comment-la-richesse-verrouille-le,Y,TRUE,Y,RECONCILED
posts/193239406.oak-island-le-mecanisme-de-capture.html,HTML,53717,46e1cf5898acdd39cca54d16cbb4eb00be3b865a10c16d24bb1141c5d92bdf9e,193239406,oak-island-le-mecanisme-de-capture,Y,TRUE,Y,RECONCILED
posts/193327603.ce-que-le-corps-sait-et-que-la-machine.html,HTML,24529,88ce9e9f986004f5982cff50345f0bd406de6cd797ee48a794b2a309d3ed87bf,193327603,ce-que-le-corps-sait-et-que-la-machine,Y,TRUE,Y,RECONCILED
posts/193730222.la-commission-qui-devait-eclairer.html,HTML,46772,84e1bd3562e258acc73810ca6ae6d305ae84c482fa16e0d30fcd8f5ce4da9f98,193730222,la-commission-qui-devait-eclairer,Y,TRUE,Y,RECONCILED
posts/193809543.audiovisuel-public-anatomie-dune.html,HTML,14856,f4bd430a3f001926e6129144e08de5b75d111ae814ced865b414590c95e18bb3,193809543,audiovisuel-public-anatomie-dune,Y,TRUE,Y,RECONCILED
posts/194040178.lingenierie-de-la-possession.html,HTML,42379,c02126c1ac3d9c457b3991c11d096f59f8b7fea2576b808926543164bef4895a,194040178,lingenierie-de-la-possession,Y,TRUE,Y,RECONCILED
posts/194130616.le-protocole-du-re-enracinement.html,HTML,18485,6b4d31fbd24bd84a2c075eb88dded27025aa1bfe0fec64f092f83f92f92d9709,194130616,le-protocole-du-re-enracinement,Y,TRUE,Y,RECONCILED
posts/194422681.le-leviathan-de-verre.html,HTML,43547,97ad62aa5b72b0500ac67701c370761d6e6cf03f77c46760db885419cb53c61d,194422681,le-leviathan-de-verre,Y,TRUE,Y,RECONCILED
posts/194518266.3b3.html,HTML,41614,5f50ed807a3c9507ed124011d7b4eeef555004e0bcd66b3d6219819e51e6e706,194518266,3b3,N,,N,DUPLICATE_NUMERIC_ID_REVISION_CANDIDATE
posts/194518266.lingenierie-de-lenclos.html,HTML,51915,4a9598cb8399f2a09fa000aa17328980910e0e5cd8f0ae483e72e527a74a981b,194518266,lingenierie-de-lenclos,Y,TRUE,Y,RECONCILED
posts/194695720.larchitecture-a-luvre.html,HTML,63350,2b9d31cb885f2260efa646e43b0fbcc0fca86fb84d871c3fd688bf3e02781507,194695720,larchitecture-a-luvre,Y,TRUE,Y,RECONCILED
posts/194966421.la-constellation-davril.html,HTML,52016,28aa0744d1b2f001a443a0eb310e0cc3c01c41db7bdf4b74f25eda2e4b205607,194966421,la-constellation-davril,Y,TRUE,Y,RECONCILED
posts/197963983.climat-les-deux-escroqueries.html,HTML,40013,a463768e31cdc15f6258925e4a79ae3387d13b8e9447c91cbcc278599c1e0062,197963983,climat-les-deux-escroqueries,Y,TRUE,Y,RECONCILED
posts/198170736.le-paradoxe-francais-66-de-colere.html,HTML,113670,86f6344ffd8e3e87c4d19ccccb55a75b41aede75a58a2bbae89b5d6dc5ead5ba,198170736,le-paradoxe-francais-66-de-colere,Y,TRUE,Y,RECONCILED
posts/198384632.le-ciel-nest-pas-gratuit.html,HTML,31076,a93d1122b095d6c8c801b01849a66a031a73cf611fef40e84ac39c6daf698ef3,198384632,le-ciel-nest-pas-gratuit,Y,TRUE,Y,RECONCILED
posts/198659211.opposition-controlee-anatomie-dun.html,HTML,61889,3791df0bd935d742991bdf91fb687e44169da94d139dc2f3f72d3e980af5cff5,198659211,opposition-controlee-anatomie-dun,Y,TRUE,Y,RECONCILED
posts/199049245.le-changement-de-regime-pourquoi.html,HTML,47686,eb8faf10db25e9a9cacd138a69d1b9a3b0dca0f0f43df6c1d4edcf892bef05bb,199049245,le-changement-de-regime-pourquoi,Y,TRUE,Y,RECONCILED
posts/199422722.la-caste-parasite-qui-gouverne-la.html,HTML,44448,e94222df1a5c625b3b44f8180bd9355b5710c60d3c5465cda6edefcf2430d104,199422722,la-caste-parasite-qui-gouverne-la,Y,TRUE,Y,RECONCILED
posts/199653976.la-dette-instrumentalisee-3-200-milliards.html,HTML,34493,472ef5d802af3831561d407e2bf33eb855c2975991db647ade7f9f8fdd09efcc,199653976,la-dette-instrumentalisee-3-200-milliards,Y,TRUE,Y,RECONCILED
posts/199654188.le-systeme-de-sante-demantele-8-millions.html,HTML,36100,e7d6f4511607af448eee9d2246df836977966485ad0fa340e30d49d5c7e0427f,199654188,le-systeme-de-sante-demantele-8-millions,Y,TRUE,Y,RECONCILED
posts/199654310.les-visages-de-la-pauvrete-98-millions.html,HTML,29496,6498c6eba9930d9f9199bbfc0e9ee2280a5db9d93fcb3ed38183825f50636ca3,199654310,les-visages-de-la-pauvrete-98-millions,Y,TRUE,Y,RECONCILED
posts/199654478.la-france-desindustrialisee-81-milliards.html,HTML,26795,558385a84d5e2fe8c48e91b656e02ef771ff8863c5697ee632c1c7123ddd12f4,199654478,la-france-desindustrialisee-81-milliards,Y,TRUE,Y,RECONCILED
posts/199654539.lecole-sans-transmission-43-points.html,HTML,32596,6722f612f1da295c6b738ae46fe526fdb19ad60fde3313b94528d10f56eb46cd,199654539,lecole-sans-transmission-43-points,Y,TRUE,Y,RECONCILED
posts/199654638.limmigration-sans-cap-340-000-titres.html,HTML,27382,092d16e2f726baa7a349d26bc5772c9d6e878b228fd3a10245211d22085a43e8,199654638,limmigration-sans-cap-340-000-titres,Y,TRUE,Y,RECONCILED
posts/199654706.le-logement-la-machine-a-creer-de.html,HTML,31378,31b3463bcacb5bd96686eaf79d74d988fd5ba3bb16de9d30cd4097b9e1a6b6d1,199654706,le-logement-la-machine-a-creer-de,Y,TRUE,Y,RECONCILED
posts/199654799.lenergie-sacrifiee-923-twh-exportes.html,HTML,41403,5a6482d506506eb105f277cee313bd3af0f9ce371aefbf5bbfe454f4aa0fd4d4,199654799,lenergie-sacrifiee-923-twh-exportes,Y,TRUE,Y,RECONCILED
posts/199654871.lagriculture-qui-meurt-100-000-fermes.html,HTML,29283,ae99200c8734dfe051487838d78b50178f803ed2ab8ffd1dc9ac4fb91bca5fc3,199654871,lagriculture-qui-meurt-100-000-fermes,Y,TRUE,Y,RECONCILED
posts/199654938.medias-censure-et-desinformation.html,HTML,41062,4a499b55fb04d7e71015c1b9ccb99b4d732f428fb433b757131fef0e3a8cef9c,199654938,medias-censure-et-desinformation,Y,TRUE,Y,RECONCILED
posts/199655040.leurope-piege-francais-12-contentieux.html,HTML,37160,3a8ddedd8cdb65697dba2c175f8c4fe8a183f599cb0f8452f5502fe25da0273c,199655040,leurope-piege-francais-12-contentieux,Y,TRUE,Y,RECONCILED
posts/199655095.la-defense-rongee-449-md-sans-munitions.html,HTML,39026,b1915269bcff728e2fc73bc60061c90b60567540f8f0011fdda644f596437034,199655095,la-defense-rongee-449-md-sans-munitions,Y,TRUE,Y,RECONCILED
posts/199655164.le-verrou-28-recours-au-493-57-dabstention.html,HTML,41982,8d2025bdb8112827a3384bf467968834a3d7edc12a85a6f78f1483384eff22c2,199655164,le-verrou-28-recours-au-493-57-dabstention,Y,TRUE,Y,RECONCILED
posts/199655242.le-numerique-colonise-70-des-donnees.html,HTML,30640,afe662c77c15d1776dae49a1b314b071c7c9aaa7a4cd289160b16a411322ae33,199655242,le-numerique-colonise-70-des-donnees,Y,TRUE,Y,RECONCILED
posts/199655311.la-justice-fantome-020-du-pib-86.html,HTML,28572,80f36ebd660489b9869e89e020c67e4210bebaa193d085fbb74a527443fb972e,199655311,la-justice-fantome-020-du-pib-86,Y,TRUE,Y,RECONCILED
posts/199655748.largent-qui-disparait-80-a-100-milliards.html,HTML,35330,f39ca3f504f2dfd66cc5bf59925d41d71956076b2b00026fda6ae44a3b799aa8,199655748,largent-qui-disparait-80-a-100-milliards,Y,TRUE,Y,RECONCILED
posts/199724760.le-peuple-est-le-seul-souverain-le.html,HTML,38610,ce79ca84dbbd3843429144a528a185c10b277a04591d2ba17e510c21ada7b8dd,199724760,le-peuple-est-le-seul-souverain-le,Y,TRUE,Y,RECONCILED
posts/200815786.lagenda-legislatif-precede-la-violence.html,HTML,63219,9a78dd22478358d34635acd94ae2fa407415c02032d91925795c770c6df2189b,200815786,lagenda-legislatif-precede-la-violence,Y,TRUE,Y,RECONCILED
posts/201110112.19-civilisations-5000-ans-une-lecon.html,HTML,44691,fe1eb56b2a1c8ffb945a5d668319b2fd1d1517e59aebec8bcb486a8f85141688,201110112,19-civilisations-5000-ans-une-lecon,Y,TRUE,Y,RECONCILED
posts/201207190.lyhanna-autopsie-dun-systeme-a-deux.html,HTML,37532,319c8b8aafac024d2f7a3a8005b8621b485570314867411f554367e7383561bb,201207190,lyhanna-autopsie-dun-systeme-a-deux,Y,TRUE,Y,RECONCILED
posts/202002466.eloge-de-la-surface.html,HTML,46940,bc1a68c567a90a2abed556c2f52d266929db7888467c8b766af9af0e86a13f78,202002466,eloge-de-la-surface,Y,TRUE,Y,RECONCILED
posts/202607767.le-systeme-informatique-detat-autopsie.html,HTML,55996,abc3709ddb8bcc69d0fd53ab981a5de4c47a0c2a328c6b01e56c90a41dd319b2,202607767,le-systeme-informatique-detat-autopsie,Y,TRUE,Y,RECONCILED
posts/202848231.lecart-legalitelegitimite-la-signature.html,HTML,68070,fe0f3912cbafdf64ead6e318a3201a9062396f2c3d1f19893b28d5c89e2ff092,202848231,lecart-legalitelegitimite-la-signature,Y,TRUE,Y,RECONCILED
posts/203962785.un-geyser-de-6-metres-a-clichy-autopsie.html,HTML,48871,d43714f0b3761eaef23daeace4df4f565f30841b7f7e5729e4f959c8afb12f15,203962785,un-geyser-de-6-metres-a-clichy-autopsie,Y,TRUE,Y,RECONCILED
posts/204169916.le-debat-qui-nexistait-pas-6-mecanismes.html,HTML,35795,e8ae5b974765ab5dd418ec2a947ed04804528a71343095507edcd84303f52bd3,204169916,le-debat-qui-nexistait-pas-6-mecanismes,Y,TRUE,Y,RECONCILED
posts/204390820.larchitecture-de-la-dependance.html,HTML,42934,103bad5dcd06770004d1c5089cd7f38a34197e462c60fb8db878c1c6faede78c,204390820,larchitecture-de-la-dependance,Y,TRUE,Y,RECONCILED
posts/205911763.le-verrou-invisible-anatomie-du-ric.html,HTML,47043,3050a43d82627a14e3530436a4c36ba705b8b175047d0201ebfe39d859705375,205911763,le-verrou-invisible-anatomie-du-ric,Y,TRUE,Y,RECONCILED
posts/206006558.police-francaise-anatomie-dun-systeme.html,HTML,59815,7bb2c36f767aa051bee3a9f0b1b30302828ba13d5e29a64aa43019558e0f95fd,206006558,police-francaise-anatomie-dun-systeme,Y,TRUE,N,PUBLISHED_CSV_HTML_MISSING_INDEX
posts/206399715.le-peuple-nexiste-que-sur-convocation.html,HTML,39209,6b48fd6ef6eb0736dd102d5c1df0c4d96166aadcdd9aa3973543a9a9639aac84,206399715,le-peuple-nexiste-que-sur-convocation,Y,TRUE,Y,RECONCILED
posts/208733314.la-fabrique-de-la-menace-comment.html,HTML,69989,66c6e050e5bd0559704f39b090b651949078c095db0cb05112caa27c9db76913,208733314,la-fabrique-de-la-menace-comment,Y,TRUE,Y,RECONCILED
