id,workstream,title,status,priority,type,mode,coverage,utility,dependencies,parent,merged_into,gate,object_question,scope,corpus_refs,truth_engine,renard,result_path,next_action
INV-011,W1,"CIA, médias et Operation Mockingbird : faits établis, mythes, continuités éventuelles",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV025-R1,"Quelles relations, opérations ou formes de soutien entre la CIA et des acteurs médiatiques sont documentées autour d'Operation Mockingbird, lesquelles relèvent de mythes ou d'extrapolations, et quelles preuves permettent de distinguer contact, financement, placement, tasking, contrôle éditorial et effet politique ?","États-Unis, principalement des années 1940 aux années 1970, avec prolongements ultérieurs seulement lorsqu'une continuité est documentable. Tracer service/autorité -> intermédiaire ou média/journaliste -> ressource, relation ou instruction -> contenu/action identifiable -> diffusion -> effet. Prioriser archives déclassifiées, commissions parlementaires, documents internes authentifiés et travaux historiques fondés sur archives. Gardes : contact != tasking ; financement != contrôle éditorial ; source relation != opération ; publication favorable != commandement ; opération != effet politique ; cas historique != continuité actuelle.",A071:186904003.larchitecture-de-la-censure-europeenne,DELIVERY_PASS_R3P1,NO,INV-011_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-012,W1,"COINTELPRO et ingénierie politique intérieure américaine : infiltration, fragmentation, surveillance, neutralisation",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV087-R1,"Quelles opérations de COINTELPRO ont effectivement utilisé infiltration, surveillance, désinformation, provocation, fragmentation ou neutralisation contre des organisations et mouvements politiques intérieurs américains, quelles chaînes de commandement et actions sont documentées, et quels effets organisationnels, comportementaux ou démocratiques peuvent être attribués sans confondre surveillance, intention, action, dommage et causalité politique ?","États-Unis, principalement 1956–1971, avec suites judiciaires, parlementaires et déclassifiées nécessaires à l'attribution. Tracer autorité/mandat -> cible -> collecte/infiltration -> action disruptive ou informationnelle -> intermédiaire éventuel -> réaction de la cible -> dommage organisationnel/comportemental -> effet politique. Prioriser documents FBI déclassifiés, Church Committee, décisions judiciaires, dossiers officiels et travaux historiques fondés sur archives. Gardes : surveillance != disruption ; infiltration != provocation ; document interne != exécution ; proximité != tasking ; opération != effet politique ; illégalité/abus != changement électoral ; cas historique != preuve d'une pratique actuelle.",A071:186904003.larchitecture-de-la-censure-europeenne;A082:183123537.lempire-du-mensonge-rapport-dautopsie,DELIVERY_PASS_R3P1,NO,INV-012_RUN_HANDOFF.md,NONE - CLOSED; domestic-state disruption comparator available; reopen only on material denominator or causal evidence.
INV-013,W1,"Active Measures soviétiques puis russes : continuités, ruptures, doctrine et efficacité réelle",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV036-R1,"Quelles techniques des Active Measures soviétiques puis russes sont documentées, lesquelles montrent continuité ou rupture, et quels effets peuvent être attribués à des opérations identifiées sans confondre doctrine, capacité, exécution, exposition, persuasion et résultat politique ?","URSS/Russie et cibles européennes/occidentales, principalement 1950–2026 à travers un nombre limité de cas documentables. Tracer autorité/opérateur -> actif, front, média, faux document ou canal -> message/action -> distribution -> exposition -> réaction/comportement -> effet politique éventuel. Prioriser archives, dossiers officiels, attributions techniques, plateformes et études causales. Gardes : doctrine != opération ; attribution != effet ; diffusion != persuasion ; répétition de tactique != commandement continu ; activité != efficacité ; cas étranger != effet France/UE.",A004:210182384.lingerence-sans-mesure;A008:208733314.la-fabrique-de-la-menace-comment;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A116:180061326.qui-a-vraiment-la-tete-dans-le-sable,DELIVERY_PASS_R3P1,NO,INV-013_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-014,W1,"Révolutions de couleur : Serbie, Géorgie, Ukraine, Kirghizistan ; dynamique endogène versus assistance extérieure",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV012-R1,"Dans les cas de Serbie 2000, Géorgie 2003, Ukraine 2004 et Kirghizistan 2005, quelles chaînes d'assistance extérieure sont documentées (financement, formation, observation électorale, médias, technologies, conseil ou diplomatie), quelles capacités et dynamiques endogènes préexistaient, et quelles preuves permettent d'attribuer une contribution causale à l'assistance sans la confondre avec orchestration, commandement ou changement de régime imposé ?","1998–2006 pour les quatre séquences, avec antécédents strictement nécessaires. Tracer financeur/État/ONG -> véhicule -> bénéficiaire/intermédiaire -> capacité/action -> mobilisation/compétition électorale -> résultat institutionnel, puis tester les explications endogènes et les contrôles négatifs. Prioriser contrats/grants, archives, rapports d'observation, données électorales, documents d'organisations locales, témoignages contradictoires et travaux causaux/comparatifs. Gardes : funding != command ; training != tasking ; assistance != orchestration ; contact != control ; protest != foreign operation ; chronology != causality ; fraud allegation != proven fraud ; mobilization != changed winner ; similar tactics != common command.",A100:180377342.bandera-vs-petain-ce-que-les-faits;A111:180120693.macron-et-la-paix-en-ukraine-ce-que;A118:180054346.kallas-et-les-19-pays-ce-que-les,DELIVERY_PASS_R3P1,NO,INV-014_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-015,W1,"Otpor, CANVAS et exportation des techniques de mobilisation politique",CLOSED,P1,CASE,GREENFIELD,NEW,HIGH,,INV-014,,CORE_MISSION_V2_SELECTED_2026-09-11_POST_INV112-R1,"Dans quels cas les méthodes associées à Otpor/CANVAS ont-elles été effectivement transférées à des mouvements politiques, par quels financements, formations ou intermédiaires, et quels effets sur capacité de mobilisation ou résultat politique peuvent être établis sans confondre assistance, inspiration, orchestration et contrôle ?","Serbie puis cas internationaux documentables, principalement 1998–2026. Tracer organisme/formateur/financeur -> formation/ressource -> organisation bénéficiaire -> adoption observable de méthodes -> mobilisation mesurée -> résultat éventuel. Prioriser documents de programme, budgets, supports de formation, témoignages croisés et données de mobilisation. Gardes : formation != tasking ; financement != commandement ; méthode similaire != transfert prouvé ; mobilisation != résultat politique ; assistance extérieure != orchestration.",,DELIVERY_PASS_R3P1,NO,INV-015_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-016,W1,"Printemps arabes : spontanéité, réseaux sociaux, assistance occidentale, ONG, diplomatie et intérêts géopolitiques",CLOSED,P1,PRIMARY,GREENFIELD,NEW,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-11_POST_INV053-R1,"Pour des cas bornés des printemps arabes, quelles chaînes relient assistance extérieure, plateformes, ONG, diplomatie ou soutien matériel à l'organisation de la mobilisation et à ses effets, sans attribuer à ces facteurs une causalité générale sur le déclenchement ou l'issue des soulèvements ?","Cas sélectionnés 2010–2013 où les flux et actions sont documentables. Tracer acteur extérieur -> ressource/formation/plateforme/diplomatie -> bénéficiaire ou audience -> action de mobilisation -> exposition/participation -> effet politique. Prioriser archives, programmes d'aide, données de plateformes, communications diplomatiques, chronologies et études causales. Gardes : soutien != déclenchement ; réseau social != révolution ; financement != contrôle ; simultanéité != coordination ; changement de régime != effet attribuable à un seul mécanisme.",,DELIVERY_PASS_R3P1,NO,INV-016_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-017,W1,"Cambridge Analytica : données, psychométrie, microtargeting et différence entre capacité revendiquée et efficacité démontrée",CLOSED,P1,CASE,DEEPEN,PARTIAL,HIGH,,INV-096,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV027-R1,"Dans le cas Cambridge Analytica, quelles chaînes données -> profilage/psychométrie -> ciblage -> publicité -> exposition sont effectivement documentées, et quelles preuves permettent de séparer capacité revendiquée, ciblage réellement exécuté, persuasion mesurée et effet électoral ?","Royaume-Uni et États-Unis, principalement 2014–2018, avec suites réglementaires et académiques nécessaires. Tracer collecte/licence de données -> modèle/segmentation -> audience/ciblage -> créatif/publicité -> exposition -> attitude/comportement/vote -> résultat. Prioriser documents judiciaires/réglementaires, plateformes, campagnes, datasets et études expérimentales ou électorales. Gardes : data access != psychometric accuracy ; targeting != exposure ; exposure != persuasion ; persuasion != vote ; vendor claim != validated effect ; election outcome != attributable causal effect.",A071:186904003.larchitecture-de-la-censure-europeenne;A082:183123537.lempire-du-mensonge-rapport-dautopsie,DELIVERY_PASS_R3P1,NO,INV-017_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-018,W1,"Élections américaines 2016 : opération russe démontrée, effet électoral non démontré, construction politique ultérieure du récit",CLOSED,P1,CASE,DEEPEN,PARTIAL,HIGH,,INV-013,,CORE_MISSION_V2_SELECTED_2026-09-08_POST_INV091-R1,"Quelles composantes de l'opération russe autour de l'élection présidentielle américaine de 2016 sont directement établies, quelles preuves relient chacune à des acteurs étatiques ou paraétatiques russes, quelle exposition ou modification de comportement est mesurable, et jusqu'où peut-on ou non attribuer un effet au résultat électoral sans confondre opération, contacts, coordination, persuasion, causalité électorale et construction politique ultérieure du récit ?","États-Unis, 2015–2020, centré sur l'élection de 2016 et ses suites probatoires immédiates. Séparer au minimum hack-and-leak, opérations IRA/social media, contacts avec acteurs de campagne, attribution étatique, exposition, persuasion, comportement et résultat électoral. Prioriser actes d'accusation et décisions judiciaires, rapport Mueller, rapports bipartisan du Senate Intelligence Committee, évaluations renseignement avec leur niveau probatoire explicite, données plateformes et travaux académiques mesurant exposition/effet. Gardes : attribution != electoral_effect ; hacking != persuasion ; publication != vote_change ; reach/impressions != persuasion ; contacts != coordination ; coordination != conspiracy ; indictment != conviction ; intelligence_assessment != independent_corroboration ; absence_of_charge != proof_of_absence ; political_narrative != underlying_operation.",A118:180054346.kallas-et-les-19-pays-ce-que-les;A004:210182384.lingerence-sans-mesure,DELIVERY_PASS_R3P1,NO,INV-018_RUN_HANDOFF.md,"CLOSED — Russian multi-channel 2016 operation established; general campaign-Russia coordination and causal winner change not established. Reopen only on IRA-specific causal outcome, authenticated tasking/agreement, or counterfactual winner evidence."
INV-019,W2,"États-Unis : architecture publique de promotion de la démocratie — State Department, USAID, NED, USAGM, médias/société civile/élections",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,NONE,"Quelle est l’architecture publique américaine de promotion de la démocratie à l’étranger, quels flux et mécanismes relient State Department, USAID, NED, USAGM et bénéficiaires, et quelles interfaces avec l’action clandestine sont réellement documentées ?","1983–2026. Cartographier bases juridiques, budgets/flux, critères, bénéficiaires, médias/société civile/élections et transparence. L’action CIA n’entre que lorsqu’une interface documentée avec l’architecture publique existe ; ne pas assimiler financement public et commandement clandestin.",A090:181766389.les-telegraphistes-de-la-terreur;A004:210182384.lingerence-sans-mesure,DELIVERY_PASS_R2A2,NO,INV-019_RUN_HANDOFF.md,CLOSED — pilot PASS; RENARD NO.
INV-020,W2,États-Unis : frontière diplomatie publique / soft power / influence / action clandestine,MERGED,P1,MERGED,MERGED,PARTIAL,HIGH,,INV-019,INV-019,N/A,,,A118:180054346.kallas-et-les-19-pays-ce-que-les;A082:183123537.lempire-du-mensonge-rapport-dautopsie,NOT_RUN,UNDECIDED,,Traité comme axe/cas dans INV-019; aucun run séparé.
INV-021,W2,"Services américains et France/Europe depuis la guerre froide : renseignement, influence, souveraineté, cas documentables",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV131-R1,"Quels cas documentables permettent d'établir une chaîne spécifique entre services ou dispositifs américains et une action d'influence en France ou en Europe, avec quel degré d'attribution, de tasking, d'exposition et d'effet, sans généraliser depuis la seule présence du renseignement ou des alliances ?","France/Europe, guerre froide–2026, uniquement cas actor-specific ou programme-specific. Tracer service/structure -> mandat/tasking/ressource -> intermédiaire/opération -> cible/canal -> exposition ou décision -> effet. Prioriser archives déclassifiées, dossiers judiciaires/parlementaires, documents officiels et travaux historiques sourcés. Gardes : renseignement != influence ; alliance != contrôle ; contact != tasking ; financement != commandement ; opération historique != continuité contemporaine ; attribution != effet.",A020:199655242.le-numerique-colonise-70-des-donnees;A071:186904003.larchitecture-de-la-censure-europeenne;A118:180054346.kallas-et-les-19-pays-ce-que-les,DELIVERY_PASS_R3P1,NO,INV-021_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-022,W2,"Russie : opérations d’influence visant la France — acteurs, infrastructures, campagnes, audiences, impacts réels",CLOSED,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,NONE,"Quelles opérations d’influence attribuables à des acteurs russes ont matériellement visé la France, quelles infrastructures/acteurs les ont soutenues, quelle exposition est documentée et quels effets réels peuvent être établis ?","France et infrastructures étrangères causalement liées au ciblage de la France, 2022–2026-09-06. Inclure opérations informationnelles, attribution, infrastructures, acteurs/réseaux, audience/exposition, causalité/impact et contre-mesures ; exclure cyber/espionnage sans lien matériel, propagande générique non ciblée France et effets de persuasion/électoraux non soutenus.",A004:210182384.lingerence-sans-mesure;A008:208733314.la-fabrique-de-la-menace-comment;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A116:180061326.qui-a-vraiment-la-tete-dans-le-sable;A119:180052771.qui-est-vraiment-louis-duclos,DELIVERY_PASS_R3,NO,INV-022_RUN_HANDOFF.md,NONE — CLOSED after post-run review; RENARD NO; future updates only on material new attribution/impact evidence.
INV-023,W2,"Russie : financement, contacts et relations avec partis/mouvements européens",CLOSED,P1,CASE,DEEPEN,PARTIAL,HIGH,,INV-022,,NONE,"Quels financements, accords, contacts structurés, rémunérations ou formes de coopération entre acteurs russes et partis/mouvements politiques européens sont matériellement établis entre 2014 et 2026, quels niveaux de relation/coordination peuvent être prouvés, et quelles allégations restent non établies ?","Union européenne, plus Royaume-Uni lorsque matériel, 2014–2026-09-06. Cas discriminants et non exhaustifs : financement partisan, accords formels, paid influence, contacts structurés, accès, coordination/tasking et issues juridiques ; exclure sympathie idéologique, convergence de vote, diplomatie ordinaire et culpabilité par association.",A116:180061326.qui-a-vraiment-la-tete-dans-le-sable;A119:180052771.qui-est-vraiment-louis-duclos,DELIVERY_PASS_R3P1,NO,INV-023_RUN_HANDOFF.md,NONE — CLOSED after post-run review; RENARD NO; pre-run registry-gate deviation logged.
INV-024,W2,"Chine : système d’influence en France et en Europe — entreprises, diaspora, universités, médias, diplomatie, standards technologiques",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,"Quels mécanismes chinois distincts et documentables en France/Europe permettent d'établir une action d'influence, de coercition, de capture ou de diffusion à partir d'une chaîne acteur -> intermédiaire -> action -> cible -> effet, et lesquels restent de la diplomatie, du commerce, de la coopération ou du soft power ?","France/UE, principalement 2015–2026. Décomposer par mécanisme, pas par nationalité : diaspora/United Front, universités, médias, lobbying économique, standards technologiques ou autres cas seulement s'ils ferment une chaîne spécifique. Prioriser documents officiels chinois/européens, registres, contrats, cas judiciaires et traces d'opération. Gardes : acteur chinois != État chinois ; investissement != influence ; diaspora != relais ; partenariat universitaire != tasking ; standardisation != capture ; soft power != ingérence.",A008:208733314.la-fabrique-de-la-menace-comment;A020:199655242.le-numerique-colonise-70-des-donnees,NOT_RUN,UNDECIDED,,PLAN_REFRAME_HOLD | China bundle remains multi-mechanism; isolate one residual chain not already closed by United Front/soft-power/dependency work. No Truth Engine run in current form.
INV-025,W2,"Chine : United Front et frontière entre diaspora, influence et contrôle politique",CLOSED,P1,CASE,GREENFIELD,NEW,HIGH,,INV-024,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV066-R1,"Quels mécanismes attribuables au système du United Front chinois sont documentés en France et en Europe, et comment distinguer représentation ou activité diasporique normale, influence, mobilisation, pression, contrôle politique et tasking étatique ?","France et Union européenne, principalement 2015–2026. Tracer organe/acteur d'État ou du Parti -> intermédiaire, association, entreprise ou individu -> ressource/contact/message/instruction -> cible diasporique, institutionnelle ou publique -> action/mobilisation/pression -> effet. Prioriser documents officiels, registres, communications authentifiées, décisions judiciaires et cas attribués. Gardes : diaspora != state proxy ; contact != tasking ; affiliation != control ; funding != command ; influence != coercion ; allegation != proof ; foreign comparator != France/EU effect.",,DELIVERY_PASS_R3P1,NO,INV-025_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-026,W2,"Israël : influence étatique, diplomatique, industrielle, sécuritaire et informationnelle en France/UE",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_RECLASSIFIED_2026-09-07_0610_R,"Quels mécanismes documentables permettent à des acteurs étatiques ou paraétatiques israéliens de chercher à influencer en France ou dans l’UE des décisions publiques, perceptions, coalitions politiques, politiques de sécurité ou l’environnement informationnel ; et jusqu’où peut-on établir financement, tasking, coordination, exposition et effet sans confondre diplomatie, lobbying privé, affinité politique et ingérence ?","France/UE 2017–2026, comparateurs seulement lorsqu’ils discriminent le mécanisme. Inclure diplomatie publique, ministères/ambassades, campagnes informationnelles, opérations numériques attribuées, soutien ou financement d’intermédiaires, relations sécuritaires/industrielles lorsqu’elles visent une décision ou perception politique, et cas judiciaires/parlementaires documentés. Exclure toute assimilation d’organisations juives, pro-israéliennes ou privées à l’État sans preuve de relation ; Israël != tout acteur pro-israélien ; financement/proximité != tasking ; lobbying légal != ingérence ; plaidoyer sur un conflit != opération étatique par nature.",A023:199655095.la-defense-rongee-449-md-sans-munitions;A055:192483249.ce-nest-pas-du-satanisme-cest-une;A057:192293819.la-democratie-en-cage,DELIVERY_PASS_R3P1,NO,INV-026_RUN_HANDOFF.md,NONE — CLOSED; Israel-as-sender symmetry controls available to INV-146; recheck only on material new sponsor/tasking/causal evidence.
INV-027,W2,"ELNET France : financements, voyages parlementaires, réseaux politiques, déclarations HATVP, effets démontrables",CLOSED,P1,CASE,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,INV-026,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV041-R1,"Quels financements, voyages, événements, réseaux et contacts institutionnels d'ELNET France sont documentés, et quelles preuves permettent de relier ces ressources à un accès, une position ou une décision politique identifiable sans confondre relation, lobbying, influence et capture ?","France, principalement 2017–2026. Tracer financeur/ressource -> ELNET France -> voyage, événement, rencontre ou production -> responsable public/parlementaire -> position/action identifiable -> décision ou effet. Prioriser comptes, déclarations HATVP, agendas, invitations, documents parlementaires, financements et chronologies vérifiables. Gardes : funding != tasking ; voyage != capture ; accès != influence ; proximité != coordination ; position alignée != causalité ; lobbying légal != effet démontré.",A023:199655095.la-defense-rongee-449-md-sans-munitions;A045:194518266.lingenierie-de-lenclos;A055:192483249.ce-nest-pas-du-satanisme-cest-une;A057:192293819.la-democratie-en-cage,DELIVERY_PASS_R3P1,NO,INV-027_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-028,W2,"AIPAC : mécanisme américain de lobbying pro-israélien, pouvoir électoral, financement, limites du parallèle avec la France",CLOSED,P1,CASE,DEEPEN,PARTIAL,HIGH,,INV-026,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV013-R1,"Par quels mécanismes AIPAC et les structures électorales ou de lobbying associées influencent-elles la compétition électorale et les décisions publiques américaines, avec quels effets démontrables, et quelles limites empêchent de transposer mécaniquement ce modèle à la France ?","États-Unis, principalement 2010–2026, avec antécédents nécessaires et comparaison française limitée aux mécanismes réellement comparables. Tracer organisation/ressources -> lobbying, endorsement ou dépense électorale documentée -> candidat/élu -> position, vote ou comportement de campagne -> résultat électoral/politique. Prioriser disclosures FEC, lobbying disclosures, votes, campagnes et études causales. Gardes : donation != vote acheté ; endorsement != control ; spending != electoral effect ; lobbying != capture ; association != tasking ; US mechanism != France mechanism.",A055:192483249.ce-nest-pas-du-satanisme-cest-une,DELIVERY_PASS_R3P1,NO,INV-028_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-029,W2,"Allemagne : exercice de puissance au sein de l’UE — institutions, coalitions, poids économique et réglementaire",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV046-R1,"Par quels mécanismes institutionnels, de coalition, économiques ou réglementaires l'Allemagne peut-elle convertir préférences nationales et ressources en décisions européennes identifiables, et quels cas permettent de distinguer influence normale, pouvoir structurel et contrainte sur les choix d'autres États ?","Union européenne, principalement 2010–2026, sur dossiers décisionnels bornés. Tracer préférence allemande -> position/coalition/ressource -> procédure UE -> modification ou décision identifiable -> effet distributif/institutionnel. Prioriser documents Conseil/Commission/Parlement, positions nationales, textes versionnés, données de vote/coalition et analyses de négociation. Gardes : poids économique != contrôle ; position allemande != décision UE ; coalition != domination ; gain national != capture ; corrélation de préférences != causalité.",A024:199655040.leurope-piege-francais-12-contentieux;A060:190739827.le-sabotage-energetique-francais;A063:189855247.le-sanctuaire-inverse-comment-la,DELIVERY_PASS_R3P1,NO,INV-029_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
