inv	file	src_id	tier	family	ref	title	date	url
INV-143	2026-09-08_06-18_institutional-election-timing_INVESTIGATION.md	SRC-009	○	fam:B	LM-LEPEN-2025-03-31	Le Monde — Marine Le Pen : candidature 2027 compromise après condamnation	2025-03-31	https://www.lemonde.fr/politique/article/2025/03/31/proces-des-assistants-parlementaires-du-fn-la-candidature-de-marine-le-pen-en-2027-compromise-apres-sa-condamnation-a-une-peine-d-ineligibilite-avec-execution-provisoire_6588985_823448.html
INV-143	2026-09-08_06-18_institutional-election-timing_INVESTIGATION.md	SRC-010	○	fam:D	REUTERS-LEPEN-2026-07	Reuters — Marine Le Pen says she will run in 2027 after appeal ruling	2026-07-07	https://www.reuters.com/world/europe/marine-le-pens-presidential-hopes-rest-french-court-verdict-2026-07-06/
INV-143	2026-09-08_06-18_institutional-election-timing_INVESTIGATION.md	SRC-011	◈	fam:E	DOJ-OIG-18-04-SUMMARY	DOJ OIG — Review of FBI/DOJ actions in advance of the 2016 election	2018-06-14	https://oig.justice.gov/news/doj-oig-releases-report-various-actions-federal-bureau-investigation-and-department-justice
INV-143	2026-09-08_06-18_institutional-election-timing_INVESTIGATION.md	SRC-012	◈	fam:other:aapor	AAPOR-2016-POLLING-REPORT	AAPOR — An Evaluation of 2016 Election Polls in the U.S.	2017-05-04	https://aapor.org/wp-content/uploads/2023/01/AAPOR-2016-Election-Polling-Report.pdf
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-001	◈	fam:A	CNIL-ELECTEURS-2026	CNIL — Respecter les droits des électeurs sur leurs données personnelles	2026-01-30	https://www.cnil.fr/fr/respecter-les-droits-des-electeurs-sur-leurs-donnees-personnelles
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-002	◈	fam:A	CNIL-MUN2026-PLAN	CNIL — Municipales 2026 : plan d’action	2026-01-30	https://www.cnil.fr/fr/elections-municipales-2026-le-plan-daction-de-la-cnil
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-003	◈	fam:A	CNIL-MUN2026-BILAN	CNIL — Municipales 2026 : bilan observatoire	2026-04-08	https://www.cnil.fr/fr/municipales-2026-bilan-observatoire
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-004	◈	fam:A	CNIL-SANCTION-POL-2024	CNIL — Sanctions simplifiées, dont prospection politique	2024-06-12	https://www.cnil.fr/fr/la-cnil-prononce-quinze-nouvelles-sanctions-dans-le-cadre-de-la-procedure-simplifiee-depuis-janvier
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-005	○	fam:B	META-EU-POLADS-2025	Meta — Fin de la publicité politique, électorale ou sociale dans l’UE	2025-07-25	https://about.fb.com/fr/news/2025/07/fin-de-la-publicite-portant-sur-un-enjeu-politique-electoral-ou-social-au-sein-de-lue-en-reponse-a-la-nouvelle-reglementation-europeenne/
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-006	○	fam:C	GOOGLE-EU-POLADS-2024	Google — An update on political advertising in the EU	2024-11-14	https://blog.google/company-news/inside-google/around-the-globe/google-europe/political-advertising-in-eu/
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-007	◈	fam:D	ARXIV-2302.06917	Sosnovik et al. — Meta political ads in 2022 French election	2023-02-14	https://arxiv.org/abs/2302.06917
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-008	◈	fam:E	DOI-10.1038-s41562-025-02328-w	Nature Human Behaviour — Effects of political advertising removal before US 2020 election	2026-03-02	https://www.nature.com/articles/s41562-025-02328-w
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-009	◈	fam:other:mit	MIT-PNAS-MICROTARGET-2023	MIT Sloan — Microtargeting works, just not the way people think	2023-06-21	https://mitsloan.mit.edu/press/study-microtargeting-works-just-not-way-people-think
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-010	◈	fam:other:oxford	OXFORD-LLM-MICROTARGET-2024	University of Oxford — Effectiveness of LLM political microtargeting	2024-06-26	https://www.ox.ac.uk/news/2024-06-26-effectiveness-large-language-models-political-microtargeting-assessed-new-study
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-011	◈	fam:other:ico	ICO-MICROTARGETING	ICO — Political campaigning practices: online campaigning	2024-03-08	https://ico.org.uk/for-the-public/your-data-and-elections/political-campaigning-practices-online-campaigning/
INV-096	2026-09-08_08-07_political-microtargeting_INVESTIGATION.md	SRC-012	◈	fam:other:hol	HOL-DIGITAL-DEMOCRACY-2020	House of Lords — Democracy and Digital Technologies: targeted advertising	2020-06-29	https://publications.parliament.uk/pa/ld5801/ldselect/lddemdigi/77/7708.htm
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-001	◈	fam:A	SENAT-FR-R21-547-PEGASUS	Activité de la délégation parlementaire au renseignement pour l'année 2021-2022 — affaire Pegasus	2022-02-24	https://www.senat.fr/rap/r21-547/r21-5473.html
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-002	○	fam:other:media-fr	LEMONDE-2026-07-16-PEGASUS-JUDICIAL	Projet Pegasus : cinq ans après, l’enquête judiciaire se poursuit	2026-07-16	https://www.lemonde.fr/pixels/article/2026/07/16/projet-pegasus-cinq-ans-apres-les-revelations-sur-un-systeme-mondial-d-espionnage-de-telephones-l-enquete-judiciaire-se-poursuit_6723735_4408996.html
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-003	○	fam:other:media-fr	LEMONDE-2026-07-16-MOROCCO-PEGASUS	De nouvelles preuves démontrent que le Maroc a bien utilisé Pegasus	2026-07-16	https://www.lemonde.fr/pixels/article/2026/07/16/de-nouvelles-preuves-demontrent-que-le-maroc-a-bien-utilise-le-logiciel-espion-pegasus_6723736_4408996.html
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-004	◈	fam:A	SENAT-QE-23956	Réponse de la France dans l’affaire d’espionnage Projet Pegasus	2021-09-16	https://www.senat.fr/questions/base/2021/qSEQ210723956.html
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-005	◈	fam:B	GOVPL-JUSTICE-PEGASUS-2025	Ministerstwo upublicznia dokumenty dotyczące zakupu systemu Pegasus	2025-04-11	https://www.gov.pl/web/sprawiedliwosc/ministerstwo-upublicznia-dokumenty-dotyczace-zakupu-systemu-pegasus
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-006	◈	fam:C	SENAT-PL-PEGASUS-FINAL-REPORT-2023	Raport końcowy Komisji Nadzwyczajnej ds. nielegalnej inwigilacji	2023-09-06	https://www.senat.gov.pl/download/gfx/senat/pl/defaultaktualnosci/1924/15764/1/raport_koncowy_z_prac_komisji_nadzwyczajnej.pdf
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-007	◈	fam:C	SENAT-PL-PEGASUS-HEARING-9512	Polish Senate committee hearing with Citizen Lab on Pegasus	2022-01-24	https://www.senat.gov.pl/prace/komisje-senackie/przebieg%2C9512%2C1.html
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-008	◈	fam:C	SENAT-PL-PEGASUS-RESOLUTION-2023	Senat podjął uchwałę w sprawie raportu Komisji Nadzwyczajnej	2023-09-07	https://www.senat.gov.pl/aktualnoscilista/inne/art%2C15772%2Csenat-podjal-uchwale-w-sprawie-raportu-komisji-nadzwyczajnej-do-spraw-nielegalnej-inwigilacji.html
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-009	◈	fam:other:eu-parliament	EP-PEGA-RESOLUTION-2023	Spyware: MEPs call for full investigations and safeguards to prevent abuse	2023-06-15	https://www.europarl.europa.eu/news/en/press-room/20230609IPR96217/spyware-meps-call-for-full-investigations-and-safeguards-to-prevent-abuse
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-010	◉	fam:E	AMNESTY-GREECE-PREDATOR-2023	Greece’s surveillance scandal must shake us out of complacency	2023-01-26	https://www.amnesty.org/en/latest/news/2023/01/greeces-surveillance-scandal-must-shake-us-out-of-complacency/
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-011	○	fam:other:wire	REUTERS-2026-03-24-INTELLEXA-APPEAL	Intellexa founder plans appeal of Greek spyware ruling	2026-03-24	https://www.reuters.com/business/finance/intellexa-founder-says-he-plans-appeal-greek-court-ruling-over-wiretapping-2026-03-24/
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-012	○	fam:other:greek-media	EKATHIMERINI-2026-02-26-PREDATOR	Four businesspeople found guilty in 2022 spyware scandal	2026-02-26	https://www.ekathimerini.com/news/1296353/four-businesspeople-found-guilty-in-spyware-trial/
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-013	◈	fam:D	CITIZENLAB-CATALANGATE-2022	CatalanGate: Extensive Mercenary Spyware Operation against Catalans Using Pegasus and Candiru	2022-04-18	https://citizenlab.ca/research/catalangate-extensive-mercenary-spyware-operation-against-catalans-using-pegasus-candiru/
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-014	○	fam:other:spanish-media	ELPAIS-2022-05-18-CNI-PEGASUS	El Defensor avala las 18 escuchas con Pegasus admitidas por el CNI	2022-05-18	https://elpais.com/espana/2022-05-18/el-defensor-avala-las-18-escuchas-con-pegasus-admitidas-por-el-cni-pero-pide-un-mejor-control-judicial.html
INV-141	2026-09-08_15-35_spyware-political-compromise_INVESTIGATION.md	SRC-015	◈	fam:D	CITIZENLAB-CATALANGATE-CORRECTION-2022	CatalanGate Report: Correcting a Case	2022-12-22	https://citizenlab.ca/research/catalangate-report-correcting-a-case/
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-001	◈	fam:A	VIGINUM-ROMANIA-2025	VIGINUM — Elections roumaines 2024 et risques pour la France	2025-02-04	https://www.sgdsn.gouv.fr/files/files/Publications/20250204_NP_SGDSN_VIGINUM_Rapport_public_Elections_roumanie_risques_france_VFF.pdf
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-002	◈	fam:B	EC-TIKTOK-ROMANIA-2024	Commission opens formal proceedings against TikTok on election risks under DSA	2024-12-17	https://digital-strategy.ec.europa.eu/en/news/commission-opens-formal-proceedings-against-tiktok-election-risks-under-digital-services-act
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-003	○	fam:other:media-eu	EURONEWS-ROMANIA-PNL-2024	Romanian centre-right party TikTok campaign used for far-right win: report	2024-12-23	https://www.euronews.com/next/2024/12/23/romanian-centre-right-partys-tiktok-campaign-used-for-far-right-win-report
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-004	◈	fam:A	VIGINUM-RRN-DOPPELGANGER	VIGINUM — RRN : une campagne numérique de manipulation de l’information	2023-06-13	https://www.sgdsn.gouv.fr/viginum/publications/rrn-une-campagne-numerique-de-manipulation-de-linformation-complexe-et
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-005	◈	fam:B	EU-COUNCIL-DOPPELGANGER-2024	Russian hybrid threats: EU agrees first listings	2024-12-16	https://www.consilium.europa.eu/en/press/press-releases/2024/12/16/russian-hybrid-threats-eu-agrees-first-listings-in-response-to-destabilising-activities-against-the-eu-its-member-states-and-partners/
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-006	◈	fam:C	DOJ-DOPPELGANGER-2024	Justice Department disrupts covert Russian government-sponsored foreign malign influence operation	2024-09-04	https://www.justice.gov/archives/opa/pr/justice-department-disrupts-covert-russian-government-sponsored-foreign-malign-influence?os=wtmb
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-007	◈	fam:C	DOJ-RT-TENET-2024	Two RT employees indicted for covertly funding and directing U.S. company	2024-09-04	https://www.justice.gov/archives/opa/pr/two-rt-employees-indicted-covertly-funding-and-directing-us-company-published-thousands
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-008	◈	fam:C	DOJ-RT-INDICTMENT-2024	Indictment — United States v. Kalashnikov and Afanasyeva	2024-09-04	https://www.justice.gov/opa/media/1366266/dl?os=sasdc
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-009	◉	fam:D	META-FAZZE-2021	Meta July 2021 Coordinated Inauthentic Behavior Report	2021-08-10	https://about.fb.com/news/2021/08/july-2021-coordinated-inauthentic-behavior-report/
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-010	○	fam:other:media-fr	TF1-FAZZE-FRANCE-2021	Vaccins : quelle est la mystérieuse agence derrière la campagne anti-Pfizer ?	2021-05-27	https://www.tf1info.fr/sante/vaccins-quelle-est-la-mysterieuse-agence-derriere-la-campagne-anti-pfizer-sur-les-reseaux-sociaux-youtube-2186918.html
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-011	◈	fam:E	DGCCRF-INFLUENCE-2024	DGCCRF — bilan des contrôles 2022 et 2023 dans le secteur de l’influence commerciale	2024-04-03	https://www.economie.gouv.fr/dgccrf/actualites-dgccrf/la-dgccrf-dresse-le-bilan-de-ses-controles-2022-et-2023-dans-le-secteur-de-linfluence-commerciale
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-012	◈	fam:E	LEGIFRANCE-INFLUENCE-ARTICLE	Loi française sur l’influence commerciale — obligations de transparence	2024-11-08	https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000050457275
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-013	◈	fam:B	EU-REG-2024-900	Regulation (EU) 2024/900 on transparency and targeting of political advertising	2024-03-13	https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX%3A32024R0900
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-014	◈	fam:A	VIGINUM-ACTIVITY-2024	VIGINUM — Rapport d'activité 2024	2025-12-30	https://www.sgdsn.gouv.fr/files/files/Publications/20251230_NP_SGDSN_VIGINUM_Rapport_activite_2024.pdf
INV-142	2026-09-08_17-22_hidden-sponsored-content_INVESTIGATION.md	SRC-015	○	fam:other:media-fr	LEMONDE-INFLUENCERS-RUSSIA-2024	Des milliers d’influenceurs, dont des Français, approchés pour diffuser de la propagande prorusse	2024-12-18	https://www.lemonde.fr/pixels/article/2024/12/18/guerre-en-ukraine-des-milliers-d-influenceurs-dont-des-francais-approches-pour-diffuser-de-la-propagande-prorusse_6455494_4408996.html
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-001	◈	fam:A	EU-DSA-2022-2065-A27-A38	DSA Regulation 2022/2065 — recommender transparency and non-profiling option	2022-10-19	https://eur-lex.europa.eu/eli/reg/2022/2065/oj
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-002	◈	fam:A	EC-ELECTION-GUIDELINES-2024	Commission DSA election-risk guidelines	2024-04-26	https://digital-strategy.ec.europa.eu/en/library/guidelines-providers-vlops-and-vloses-mitigation-systemic-risks-electoral-processes
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-003	◈	fam:A	EC-RFI-RECOMMENDERS-2024	Commission requests information on YouTube Snapchat TikTok recommender systems	2024-10-02	https://digital-strategy.ec.europa.eu/en/news/commission-sends-requests-information-youtube-snapchat-and-tiktok-recommender-systems-under-digital
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-004	◈	fam:A	EC-TIKTOK-ROMANIA-2024	Commission formal proceedings TikTok election risks	2024-12-17	https://digital-strategy.ec.europa.eu/en/news/commission-opens-formal-proceedings-against-tiktok-election-risks-under-digital-services-act
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-005	◈	fam:A	EC-TIKTOK-ADDICTIVE-2026	Commission preliminary finding on TikTok addictive design	2026-02-06	https://digital-strategy.ec.europa.eu/en/news/commission-preliminarily-finds-tiktoks-addictive-design-breach-digital-services-act
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-006	◉	fam:B	META-DSA-2023	Meta DSA transparency and non-ranked options in Europe	2023-08-22	https://about.fb.com/news/2023/08/new-features-and-additional-transparency-measures-as-the-digital-services-act-comes-into-effect/
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-007	◉	fam:B	META-POLITICAL-CONTENT-2025	Meta political content in feeds — updated policy	2025-05-28	https://about.fb.com/news/2021/02/reducing-political-content-in-news-feed/
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-008	◉	fam:B	META-MORE-SPEECH-2025	Meta more speech and personalized political-content recommendations	2025-01-07	https://about.fb.com/news/2025/01/meta-more-speech-fewer-mistakes/
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-009	◉	fam:C	TIKTOK-DSA-UPDATE-2023	TikTok DSA recommender controls	2023-08-04	https://newsroom.tiktok.com/fulfilling-commitments-dsa-update/?lang=en-150
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-010	◉	fam:C	TIKTOK-DSA-COMPLIANCE-2023	TikTok DSA compliance in Europe	2023-08-28	https://newsroom.tiktok.com/compliance-digital-services-act-eu?from_seo_redirect=1&lang=en-150
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-011	◉	fam:D	YOUTUBE-RECOMMENDER-2021	YouTube recommendation system	2021-09-15	https://blog.youtube/inside-youtube/on-youtubes-recommendation-system/
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-012	◉	fam:D	YOUTUBE-HELP-RECOMMENDER-2026	YouTube Help — recommendation system current description	2026-09-08	https://support.google.com/youtube/answer/16533387?hl=en
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-013	◉	fam:E	NATURE-GOOGLE-SEARCH-2023	Users choose to engage with more partisan news than exposed to on Google Search	2023-05-24	https://www.nature.com/articles/s41586-023-06078-5
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-014	◉	fam:E	NATURE-META-LIKEMINDED-2023	Like-minded sources on Facebook are prevalent but not polarizing	2023-07-27	https://www.nature.com/articles/s41586-023-06297-w
INV-091	2026-09-08_22-40_algorithmic-political-exposure_INVESTIGATION.md	SRC-015	◉	fam:E	NATURE-X-ALGORITHM-2026	The political effects of X’s feed algorithm	2026-02-18	https://www.nature.com/articles/s41586-026-10098-2
