INV-021	PRIMARY	Services américains et France/Europe depuis la guerre froide : renseignement, influence, souveraineté, cas documentables	Des opérations clandestines américaines d'influence sont historiquement établies en Europe, avec une interface française directe ou structurante. Le Congress for Cultural Freedom ferme la chaîne la plus forte : OPC/CIA -> financement clandestin et conditions organisationnelles -> infrastructure culturelle européenne pilotée depuis Paris -> conférences/revues/exposition. Le même corpus fournit toutefois un contrôle interne contre `funding=content_control`: des participants disposaient d'une autonomie substantielle et pouvaient critiquer les États-Unis. La branche Force Ouvrière ferme un soutien américain matériel mais ne permet pas d'attribuer la création ou la scission à la CIA seule : Brade
INV-022	PRIMARY	Russie : opérations d’influence visant la France — acteurs, infrastructures, campagnes, audiences, impacts réels	The run establishes repeated and adaptive Russia-linked influence operations materially targeting France, with documented infrastructure/actor relations for several branches and observable local effects on content availability, intermediary workload and removed assets. It does **not** establish a causal effect on French opinion, behavior or an electoral result. Exposure is heterogeneous and in several measured cases low or limited. The central model therefore remains:  The main attribution boundary is preserved rather than averaged away: VIGINUM 2026 attributes Storm-1516 to GRU Unit 29155, while the inspected public chain does not independently reproduce the full command bridge (`CLM-007`, 
INV-023	CASE	Russie : financement, contacts et relations avec partis/mouvements européens	The investigation does **not** support a single class "European parties financed or controlled by Russia". It separates materially different mechanisms and evidentiary ceilings: - received financing without demonstrated political quid pro quo (`CLM-001`, `CAU-001`); - formal inter-party cooperation without demonstrated financing/tasking (`CLM-002`, `CLM-003`, `CAU-002`); - attempted but unrealized party financing (`CLM-004`, `CAU-003`); - a documented funded influence vehicle/network in the Voice of Europe case (`CLM-005`, `CAU-004`, `ACT-005`); - individual responsibility allegations still under procedural/judicial ceiling (`CLM-006`, `CLM-007`, `ACT-006`, `ACT-007`); - a negative control w
INV-025	CASE	Chine : United Front et frontière entre diaspora, influence et contrôle politique	INV-025 ferme la confusion entre diaspora chinoise, architecture du Front uni et proxy étatique. Le PCC assigne explicitement au Front uni un travail outre-mer de guidage politique, mobilisation autour d’objectifs nationaux et rôle de pont, mais ce mandat ne transforme pas chaque personne ou association diasporique en relais de l’État. En France, un mécanisme plus étroit est directement documenté : la DGSI a identifié neuf relais de stations de police et le Conseil d’État a constaté qu’une association du Fujian avait hébergé une station clandestine servant de relais à des organes du PCC chargés du contrôle de la diaspora et au ministère chinois de la Sécurité publique, avec atteinte à la sou
INV-026	PRIMARY	Israël : influence étatique, diplomatique, industrielle, sécuritaire et informationnelle en France/UE	Israël est un émetteur documenté d'influence ouverte en France ; un financement étatique précis d'un événement ELNET Europe est établi ; ELNET France déclare parallèlement ses activités de lobbying en propre ; et Rokh Solis établit une ingérence numérique étrangère liée à un opérateur privé israélien sans commanditaire identifié. L'ensemble interdit aussi bien le déni de mécanismes d'influence que la promotion automatique d'acteurs pro-israéliens en proxies étatiques.
INV-027	CASE	ELNET France : financements, voyages parlementaires, réseaux politiques, déclarations HATVP, effets démontrables	INV-027 établit ELNET France comme un dispositif déclaré et professionnalisé de représentation d'intérêts : dépenses HATVP de 100 à 200 k€ par an de 2021 à 2025, trois personnes dédiées, objectifs législatifs et diplomatiques explicites, événements et voyages parlementaires dont plusieurs prises en charge sont confirmées par les déclarations de l'Assemblée nationale. Ces dispositifs ferment la chaîne ressources -> voyage/événement/rencontre -> accès/exposition de responsables publics et fournissent une capacité d'agenda. Ils ne ferment pas voyage -> position/vote ni lobbying -> décision : aucun footprint borné n'isole une contribution ELNET comme cause d'une clause ou d'un vote, la HATVP déc
INV-028	CASE	AIPAC : mécanisme américain de lobbying pro-israélien, pouvoir électoral, financement, limites du parallèle avec la France	AIPAC operates through three distinct, documented U.S. channels: registered lobbying, PAC contributions and UDP independent expenditures. Large candidate-specific spending and electoral outcomes are verified, but the inspected evidence does not identify the marginal causal effect on Bowman/Bush defeats, candidate control, vote buying or Israeli-state tasking. French campaign-finance rules make the U.S. PAC/Super-PAC architecture non-isomorphic; the remaining material France-side test is functional: whether documented lobbying/access resources can be tied to identifiable positions, actions or decisions.
INV-029	PRIMARY	Allemagne : exercice de puissance au sein de l’UE — institutions, coalitions, poids économique et réglementaire	INV-029 établit trois mécanismes bornés par lesquels l'Allemagne peut peser sur une décision de l'Union européenne : construction de coalition sur les règles budgétaires, agenda-setting conjoint franco-allemand sur le fonds de relance, et levier procédural de minorité de blocage sur le dossier automobile/e-fuels. Ces cas démontrent une influence décisionnelle réelle et parfois un delta textuel identifiable, mais ils ne ferment ni une causalité autonome du poids économique allemand ni une thèse de contrôle systématique de l'UE. Le modèle supporté est mécanisme-par-mécanisme : ressources/préférence nationale -> coalition ou levier procédural -> négociation institutionnelle -> concession/delta,
INV-030	CASE	France-Allemagne : nucléaire — divergence doctrinale, concurrence industrielle, règles européennes, intention versus effet	INV-030 distingue une divergence franco-allemande réelle d'une causalité hostile. Berlin a formellement combattu l'inclusion du nucléaire dans la taxonomie 2022, mais cette opposition n'a pas empêché l'adoption d'un acte incluant certaines activités nucléaires : l'arête « opposition allemande -> exclusion nucléaire » est donc réfutée. Paris avait un intérêt industriel et financier explicite et a obtenu un résultat conforme à sa position, sans que sa contribution marginale soit isolable. En 2023-2024, l'UE a en outre adopté des voies de soutien et d'éligibilité industrielle incluant le nucléaire (CfD pour nouveaux investissements, NZIA), avec garde-fous. Le règlement hydrogène 2025 laisse une
INV-033	PRIMARY	Émirats arabes unis : influence clandestine et réputationnelle en Europe, dont réseaux de renseignement privé lorsque démontrés	Le dossier Alp Services apporte au contrôle de symétrie un cas où la chaîne `client lié au renseignement émirati -> paiement/tasking -> prestataire privé -> opérations/cibles` est beaucoup plus fortement fermée que de simples relations de financement ou de proximité. En revanche, la fiabilité des fiches, la connaissance du client ultime par chaque intermédiaire et les effets downstream restent distincts et partiellement non établis.
INV-035	PRIMARY	Ukraine : diplomatie d’influence de guerre en France/UE, financement, communication, relais politiques et médiatiques	No direct terminal artifact recovered in current surface; do not reconstruct.
INV-036	PRIMARY	Turquie : État, diaspora, religion, associations et mobilisation politique en Europe	INV-036 établit une architecture turque d'influence diasporique plurielle et documentable sans convertir la diaspora en proxy. Diyanet/DITIB ferme un canal structurel de personnel, financement et supervision ainsi que des cas spécifiques de message politique au-delà du service religieux; les soupçons d'espionnage restent actor-specific et ne ferment pas une organisation-wide tasking chain. UID et les campagnes de responsables turcs ferment un canal direct de mobilisation politique transnationale lié à l'AKP. YTB ferme une politique ouverte de cultivation de liens, réseaux et représentation politique de la diaspora. En France, l'infrastructure est matériellement documentée mais sa prévalence 
INV-037	PRIMARY	Iran : influence, diasporas, réseaux politiques et opérations informationnelles en Europe	INV-037 ferme deux familles de chaînes actor-specific iraniennes en Europe. D’une part, des opérations violentes ou coercitives avec tasking ou attribution institutionnelle explicite (Villepinte, réseaux criminels en Suède, vague britannique) dont les effets démontrables sont surtout déjouement, condamnation, sanctions ou protection. D’autre part, la campagne SMS suédoise de 2023 ferme IRGC -> groupe cyber -> accès illicite -> diffusion massive -> exposition et intention de polarisation, sans fermer réception, persuasion ni comportement. Le run réfute donc les raccourcis diaspora=proxy et operation=persuasion : un lien étatique exige tasking/contrôle documenté, et les effets politiques aval 
INV-038	SYNTHESIS	Maroc et Algérie : influence politique, diplomatique et diasporique en France — séparer les deux États dans l’enquête	La comparaison ne soutient pas une catégorie homogène « influence maghrébine ». Elle soutient des mécanismes partiellement isomorphes dont la force probatoire varie par chaîne. Maroc et Algérie disposent tous deux de relations étatiques explicites avec des institutions cultuelles en France ; ces relations ferment `État -> financement/personnel/accord -> capacité institutionnelle`, mais pas `diaspora -> relais politique/électoral`. Les deux corpus contiennent aussi des mécanismes plus coercitifs ou clandestins, mais non isomorphes au même niveau : le Maroc ferme un ciblage Pegasus lié au Maroc sans fermer `information acquise -> levier -> politique`; l’Algérie ferme fortement une opération de
INV-039	PRIMARY	Qui exerce réellement le pouvoir dans l’UE ? Commission, Conseil, Parlement, CJUE, BCE, États, lobbies	`CLM-001..009` remplace le classement global « qui gouverne réellement l'UE ? » par une carte **pouvoir × type de décision × phase × base juridique**. Les États gardent la frontière des compétences et certains vetos ; la Commission domine l'initiative ordinaire mais pas l'adoption seule ; Parlement et Conseil codécident sous OLP ; le Conseil européen est non-législateur en droit mais acteur d'agenda en pratique ; BCE et CJUE exercent des pouvoirs forts mais spécialisés. `CLM-009 / CAU-001` sépare explicitement lobbying, accès et ressources d'une preuve de capture ou d'effet causal. `CAU-002` conserve la même discipline pour les mandats politiques du Conseil européen.
INV-040	SYNTHESIS	Déficit démocratique européen : réalité mesurable versus slogan politique	Le corpus ne soutient pas une mesure unique du « déficit démocratique » européen. Il soutient plutôt un **profil mécanistique** : l’Union combine une forte délégation institutionnelle, une initiative réglementaire asymétrique, une dépendance élevée à l’expertise et des inégalités d’accès observables, avec une responsabilité politique souvent fragmentée entre Commission, Conseil, Parlement, États, autorités spécialisées et juridictions. Ces propriétés peuvent réduire la lisibilité du mandant, du décideur marginal et du point exact où une préférence devient règle. En sens inverse, le corpus établit des **contre-pouvoirs réels et non décoratifs** : co-législation Parlement–Conseil, frontières d
INV-041	PRIMARY	Commission européenne et production réglementaire : initiative, expertise, consultations, trilogues, actes délégués	INV-041 ferme l’architecture générique de la production réglementaire de la Commission européenne sans valider une capture générale. Le corpus établit des canaux institutionnalisés de consultation, d’expertise et de représentation d’intérêts, mais aussi des gates internes et interinstitutionnels réels. Le cas ESRS ferme une chaîne agrégée consultation -> révision technique EFRAG -> modifications identifiables de la Commission -> acte délégué final, tandis que la procédure législative ordinaire ferme proposition Commission -> négociation/co-législation Parlement-Conseil -> acte final. En revanche, aucune chaîne bornée n’isole dans ce run un acteur privé nommé dont une contribution cause une c
INV-042	PRIMARY	Lobbying européen : acteurs, dépenses, accès, consultations, portes tournantes	
INV-043	PRIMARY	DSA comme dispositif de gouvernance informationnelle : obligations réelles, intermédiaires, effets et recours	
INV-044	PRIMARY	European Democracy Shield / EDMO / EUvsDisinfo / anti-FIMI : appareil européen de défense cognitive	
INV-045	PRIMARY	EFCSN, IFCN, fact-checkers et financement européen : certification comme infrastructure d’accès	La certification EFCSN/IFCN est une infrastructure d’accès réelle mais **program-specific**. Elle conditionne certains sous-programmes de financement, outils ou relations de plateformes et s’insère dans un écosystème européen publiquement financé. Elle n’est pas démontrée comme autorité publique universelle de vérité, condition générale de toute activité de fact-checking, ni mécanisme de commandement éditorial. Le financement de capacité et les relations institutionnelles sont établis ; `funding/certification -> dictated editorial conclusion -> political effect` reste non établi.
INV-046	PRIMARY	Chat Control, eIDAS, identité numérique, portefeuille européen : sécurité versus infrastructure potentielle de contrôle	INV-046 ferme un modèle borné : EUDI, QWAC/eIDAS et le régime CSA créent des capacités numériques réelles mais sectorielles ; les garde-fous d’EUDI et de sécurité navigateur sont explicites, le scanning CSA actuel est volontaire et temporaire, et aucun pont probant ne ferme aujourd’hui une architecture intégrée identité→communications→sanction politique. Le risque de mission creep reste conditionnel à l’implémentation et à des ponts futurs démontrables.
INV-047	PRIMARY	Sanctions européennes comme instrument de coercition politique et informationnelle	INV-047 ferme le mécanisme générique des sanctions européennes au niveau où la preuve est la plus robuste : acte juridique -> obligation d'un intermédiaire -> restriction d'accès, de transaction, de commerce, d'actifs ou de diffusion -> coût/contrainte proximal mesurable. Sur la Russie, les sanctions sont associées à une contraction majeure des échanges, à l'effondrement de la part du pétrole russe dans les importations de l'UE, à l'immobilisation de plus de 210 Md EUR d'actifs de banque centrale et à des pertes de revenus ciblés ; les travaux contre-factuels sur 2014-2019 confirment un effet commercial réel mais aussi substitution, détournement et hétérogénéité d'application. Ces effets ne 
INV-048	PRIMARY	Commerce, normes et droit européen comme instruments de puissance : Mercosur, concurrence, standards, conditionnalité	INV-048 établit un gradient probatoire entre règle commune, condition d'accès, contrainte économique et coercition. L'accord UE-Mercosur modifie réellement les conditions tarifaires mais reste négocié, réciproque, assorti de sauvegardes et de contre-pouvoirs institutionnels; il ne ferme pas une coercition unilatérale. Le CBAM crée un coût réglementaire explicite et mesurable, mais l'ECB borne son incidence commerciale directe moyenne tout en signalant des concentrations sectorielles. Le régime GSP/EBA fournit la chaîne la plus nette de conditionnalité interétatique exercée: violation constatée -> retrait partiel de préférence tarifaire; le corpus ne ferme cependant pas une réforme politique 
INV-049	PRIMARY	Open Society Foundations / George Soros : flux réels, bénéficiaires, objectifs, mécanismes, effets ; tester mythologie et dénégation naïve	OSF est établi comme financeur transnational doté d'objectifs politiques/publics explicites et de mécanismes d'influence observables : grants, recherche, plaidoyer, formation, communication et contentieux. Le RENARD ajoute un bridge important : des grants à More in Common sont explicitement orientés vers de la recherche d'opinion incluant la France et le niveau UE, tandis que Destin Commun appartient à un réseau à gouvernance mutualisée. Cela **ne** suffit toujours pas à établir : 
INV-051	PRIMARY	Fondations Gates, Ford, Rockefeller, Omidyar et grandes philanthropies : pouvoir politique sans mandat électif	INV-051 ferme un modèle borné : les grandes fondations peuvent convertir des ressources en capacité institutionnelle, contrainte d'allocation ou capacité d'advocacy et d'accès ; le cas Rockefeller/Paris ferme une contribution matérielle à la production d'une stratégie municipale, tandis que l'OMS documente un effet structurel du financement fléché sur sa discrétion et que Reset/EDRi documentent advocacy et accès au processus UE. Aucune chaîne inspectée ne justifie financement=commandement, accès=capture ou donor-specific policy authorship sans tasking, conditionnalité ou empreinte décisionnelle supplémentaire.
INV-052	SYNTHESIS	Philanthrocapitalisme : quand le financement privé définit problèmes, métriques et solutions publiques	Le corpus établit que des financeurs privés, philanthropiques ou publics peuvent modifier matériellement la **capacité**, l'**agenda**, les métriques, l'expertise disponible et l'accès institutionnel d'organisations intermédiaires. Plusieurs chaînes ferment `ressources -> programme/capacité -> output/advocacy -> accès ou contribution institutionnelle`. Ce pouvoir est réel même sans ordre explicite : sélectionner ce qui est financé modifie l'ensemble des problèmes et solutions qui disposent de ressources pour être formulés, mesurés et défendus. Le corpus ne ferme cependant pas un modèle général `financeur -> commandement -> bénéficiaire -> décision capturée`. Les contrôles sont nombreux : gou
INV-053	PRIMARY	ONG liées aux migrations en France/Europe : qui finance quoi, pourquoi, avec quel effet opérationnel et politique ?	INV-053 sépare trois niveaux : (1) les financements publics, européens et privés créent des capacités opérationnelles substantielles ; (2) certaines organisations financées, notamment France Terre d'Asile, ECRE et PICUM, mènent parallèlement un plaidoyer explicite et disposent de canaux d'accès institutionnel ; (3) aucun cas échantillonné ne ferme une chaîne `financeur -> tasking politique -> ONG -> décision capturée`. Le contrôle SOS Méditerranée montre au contraire une séparation juridiquement contrôlée entre financement humanitaire et activité politique. Le plafond probatoire est donc : financement != tasking ; assistance humanitaire != lobbying ; lobbying != capture ; accès/output != eff
INV-054	PRIMARY	ONG de droits humains et contentieux stratégique : recours judiciaire comme instrument de transformation politique	Le contentieux stratégique est un mécanisme intentionnel et documenté d'influence juridique : certaines organisations sélectionnent, soutiennent et suivent des affaires afin de produire des changements de droit ou de pratique. Des décisions comme Grande-Synthe, l'Affaire du Siècle ou KlimaSeniorinnen montrent que ce canal peut produire des obligations institutionnelles matérielles. Mais les contrôles négatifs montrent aussi que `stratégie + accès au juge != contrôle du résultat`. Le financement de capacité est vérifié ; le tasking externe d'une affaire précise n'est pas établi. `jugement -> mise en œuvre -> effet politique durable` reste également une chaîne partielle.
INV-056	PRIMARY	Astroturfing : organisations présentées comme grassroots mais financées ou orchestrées par des intérêts structurés	
INV-057	PRIMARY	ONG comme intermédiaires de politique étrangère : comparaison USA, UE, États et fondations	INV-057 establishes a general mechanism of mission-aligned nongovernmental intermediation without validating a generic proxy model. Public and private funders can define politically substantive objectives, finance organizations, monitor grants and obtain traceable program outputs, while several inspected architectures preserve independent boards or executive committees, applicant-defined actions, operational flexibility and explicit speech-attribution boundaries. The supported chain is funder objective/resources -> grant/agreement -> intermediary program/output, with variable autonomy and monitoring. It does not become funding -> command/tasking without authenticated instruction/control over
INV-059	PRIMARY	Think tanks français : cartographie argent → experts → médias → cabinets → politiques publiques	
INV-061	PRIMARY	Think tanks américains et politique française/européenne : Atlantic Council, German Marshall Fund, Brookings, Heritage, etc.	INV-061 établit un canal transatlantique observable d’accès et d’expertise : des think tanks américains, surtout GMF mais aussi Brookings et Heritage dans des cas bornés, accèdent à des arènes parlementaires françaises/UE par auditions, études commandées, réunions et panels ; GMF documente aussi une architecture partenaire/membre -> événements, expertise et networking. Le plafond causal reste net : accès, commande d’expertise et convening ne démontrent ni adoption d’une recommandation, ni contrôle éditorial par un financeur, ni tasking par l’État américain, ni effet politique causal. Le contrôle isomorphe avec INV-059 soutient donc un mécanisme générique ressources/capacité -> accès/expertis
INV-062	PRIMARY	McKinsey et cabinets de conseil dans l’État français : prestation technique ou délégation cognitive de souveraineté ?	INV-062 ferme la confusion entre recours au conseil et délégation de souveraineté. Le corpus établit des interventions matérielles de cabinets dans la préparation et parfois l’implémentation de politiques publiques, avec des cas de dépendance organisationnelle ponctuelle. Mais il documente aussi des filtres administratifs, des réécritures, des rejets, des missions sans effet identifiable et des transferts vers des capacités internes. La chaîne supportée est donc contrat -> contribution de conseil -> préparation/implémentation dans certains cas ; elle ne devient pas automatiquement cabinet -> décision souveraine ni cabinet -> effet politique causal. Le delta réduit la valeur d’une enquête gén
INV-063	PRIMARY	Big Four et production de normes : conseil, audit, réglementation, marchés publics, revolving doors	INV-063 ferme une partie importante du mécanisme « expertise privée -> norme » sans valider une capture générale. Le corpus établit une empreinte institutionnelle matérielle des Big Four dans l'audit, le conseil et des arènes techniques de normalisation, ainsi que des risques documentés de concentration, de rôles cumulés, de conflit et de revolving doors. Il établit surtout un cas concret où une étude d'impact commandée par la Commission, co-signée par un consortium incluant Deloitte, est reprise dans l'impact assessment de la Commission sur les machines, dont un case study est explicitement présenté comme confirmant le besoin d'une exigence sur le logiciel de sécurité; une exigence substant
INV-064	PRIMARY	Cabinets de relations publiques et communication stratégique : marché professionnel de fabrication de réputation et d’opinion	INV-064 establishes that the professional PR/public-affairs market is an operational influence channel, not merely a rhetorical label: HATVP records show named agencies converting client mandates into meetings, expertise, legislative suggestions, events and, in some declarations, online influence strategies. EU transparency rules treat such activity as a legitimate but accountable influence channel rather than proof of deception. The Monsanto case closes a stronger actor-specific chain from client to PR agencies/subcontractor to stakeholder mapping for glyphosate lobbying, while the CNIL sanction closes data-governance failures, not causal influence on the regulatory outcome. Bell Pottinger 
INV-065	PRIMARY	Experts médiatiques : sélection, financement, conflits d’intérêts invisibles	INV-065 closes the generic media-expert mechanism without converting financial context into control. The corpus supports editorial expert selection as a gate fed by newsroom criteria, contact pools and institutional sourcing; it also supports domain-specific disclosure controls and case-specific repeated exposure. Relevant affiliations and financing can be publicly discoverable yet absent from ordinary guest labels, but that fragmentation does not establish conflict, concealment, falsehood or donor tasking. Named recurring formats and think-tank media projection establish substantial exposure, not persuasion. The remaining material tests are actor-specific: instruction/control over a named e
INV-066	PRIMARY	Recherche académique financée par intérêts publics ou privés : agenda-setting scientifique et indépendance réelle	INV-066 établit une frontière causale plus précise que « le financeur contrôle la science ». Le financement public peut orienter explicitement l’agenda de recherche par les priorités, programmes et appels, tandis que des dispositifs bottom-up comme l’ERC fournissent un contre-modèle direct à l’idée d’un contrôle thématique inhérent au financement public. Dans les partenariats public-privé et la recherche sponsorisée, le corpus documente des points de contrôle matériels — gouvernance d’agenda, design, analyse, écriture, propriété des données et droits de publication — ainsi qu’une association agrégée avec des conclusions plus favorables au sponsor dans certains domaines. Mais les contre-exemp
INV-067	PRIMARY	Groupes d’experts publics : composition, conflits d’intérêts, sélection et pouvoir normatif	
INV-068	SYNTHESIS	Narrative laundering : intérêt → think tank → expert → média → décideur → apparence de consensus indépendant	Le corpus ferme une architecture d'intermédiation réelle mais pas une chaîne générale de « blanchiment narratif » au sens fort. Les arêtes les mieux établies sont `ressources/financement -> capacité/participation/accès`, `sélection institutionnelle/éditoriale -> expertise/exposition`, puis, dans certains cas, `expertise/advice -> préparation ou reprise normative`. Elles montrent comment une préférence, une expertise ou un intérêt peut gagner visibilité, légitimité procédurale et accès à des décideurs. La chaîne se rompt régulièrement avant `financeur -> tasking du contenu`, `répétition -> persuasion`, et surtout `exposition/reprise -> adoption/décision causée`. Des contre-exemples sont docum
INV-069	PRIMARY	Communication gouvernementale française : SIG, Élysée, ministères, budgets, campagnes et objectifs comportementaux	
INV-070	PRIMARY	Sciences comportementales dans l’État : DITP, nudges, architecture de choix, éthique et usages réels	INV-070 ferme la confusion capacité comportementale de l'État = nudge = manipulation = coercition. La DITP dispose d'une capacité institutionnelle réelle de diagnostic, prototypage et expérimentation, et plusieurs cas ferment intervention -> exposition -> comportement mesuré au niveau du projet. Les effets restent hétérogènes : résultats non significatifs, pilotes, effets contextuels et un risque contre-productif documenté font partie du corpus. Un changement de comportement intermédiaire n'établit ni gain de bien-être, ni effet populationnel durable, ni effet démocratique. La frontière vers la manipulation dépend notamment de la transparence, de l'évitabilité et de la contrainte ; aucune ch
INV-071	PRIMARY	VIGINUM : doctrine, critères, données, attribution, mesure d’impact et accountability	VIGINUM est mieux décrit comme une **infrastructure étatique d'OSINT et de sécurité informationnelle, juridiquement bornée par l'extranéité mais en expansion fonctionnelle**, que comme une simple vigie ou une police générale du vrai. Deux corrections corpus sont matérielles : 1. `VIGISCORE = aucune mesure d'impact` est trop fort. VIGISCORE estime un **risque d'impact** à partir de visibilité, propagation, contexte et signaux techniques ; il ne mesure pas causalement les effets réels sur opinions ou intentions de vote. 2. `VIGINUM n'attribue jamais des opérations liées à des acteurs d'un pays allié` est faux comme absolu depuis Rokh Solis : des marqueurs impliquant des acteurs israéliens/Blac
INV-072	PRIMARY	SGDSN et doctrine française de guerre/influence informationnelle	INV-072 ferme le mécanisme institutionnel SGDSN/VIGINUM sans confondre détection, coordination et contrôle de l'espace informationnel. Le corpus établit un mandat légal de détection/caractérisation des ingérences numériques étrangères, une doctrine interministérielle distribuée et des passages opérationnels documentés vers COLMI, ministères, autorités ou plateformes. Un effet proximal est observable : durant le RCPE 2026, près de 200 pages, comptes ou sites inauthentiques ont été rendus inaccessibles après coopération avec les fournisseurs. Ce résultat ne démontre ni un pouvoir général de censure directe de VIGINUM, ni une manipulation domestique clandestine, ni un effet électoral causal. Le
INV-073	PRIMARY	Armées françaises et guerre cognitive / influence : doctrines, capacités, cibles et frontière intérieur/extérieur	
INV-074	PRIMARY	ARCOM : régulateur, arbitre politique ou infrastructure procédurale ?	INV-074 établit que l’ARCOM est une autorité dotée de pouvoirs matériels et non un simple secrétariat procédural : sanctions financières, contrôle du pluralisme, choix d’accès à la TNT et coordination DSA produisent des effets juridiques ou économiques directement observables. Ces pouvoirs sont cependant bornés par des critères légaux, des instruments gradués et un contrôle juridictionnel effectif qui peut aussi corriger ou compléter l’action du régulateur. Les nominations politiques d’une partie du collège, les sanctions défavorables et le non-renouvellement de C8/NRJ12 ne ferment pas une chaîne de tasking politique. Le corpus ne fournit ni dénominateur suffisant pour établir un biais systé
INV-075	PRIMARY	Audiovisuel public : argent, gouvernance, production privée, nominations et indépendance éditoriale	INV-075 ferme un modèle à quatre leviers distincts : financement et contrats d'objectifs contraignent ressources et stratégie sans fermer un ordre éditorial précis ; la présidence de France Télévisions est nommée par l'Arcom et non directement par le Gouvernement, tandis que le conseil conserve une présence étatique et parlementaire ; l'Arcom peut corriger le pluralisme mais le Conseil d'État protège une sphère de responsabilité éditoriale ; enfin la production indépendante et la concentration de fournisseurs créent une dépendance commerciale plausible sans établir une capture politique. Aucun pont actor-specific responsable politique -> instruction -> décision éditoriale -> exposition n'est
