id,workstream,title,status,priority,type,mode,coverage,utility,dependencies,parent,merged_into,gate,object_question,scope,corpus_refs,truth_engine,renard,result_path,next_action
INV-011,W1,"CIA, médias et Operation Mockingbird : faits établis, mythes, continuités éventuelles",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A071:186904003.larchitecture-de-la-censure-europeenne,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-012,W1,"COINTELPRO et ingénierie politique intérieure américaine : infiltration, fragmentation, surveillance, neutralisation",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A071:186904003.larchitecture-de-la-censure-europeenne;A082:183123537.lempire-du-mensonge-rapport-dautopsie,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-013,W1,"Active Measures soviétiques puis russes : continuités, ruptures, doctrine et efficacité réelle",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A004:210182384.lingerence-sans-mesure;A008:208733314.la-fabrique-de-la-menace-comment;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A116:180061326.qui-a-vraiment-la-tete-dans-le-sable,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-014,W1,"Révolutions de couleur : Serbie, Géorgie, Ukraine, Kirghizistan ; dynamique endogène versus assistance extérieure",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A100:180377342.bandera-vs-petain-ce-que-les-faits;A111:180120693.macron-et-la-paix-en-ukraine-ce-que;A118:180054346.kallas-et-les-19-pays-ce-que-les,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-015,W1,"Otpor, CANVAS et exportation des techniques de mobilisation politique",BACKLOG,P1,CASE,GREENFIELD,NEW,HIGH,,INV-014,,PILOT_VALIDATED,,,,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-016,W1,"Printemps arabes : spontanéité, réseaux sociaux, assistance occidentale, ONG, diplomatie et intérêts géopolitiques",BACKLOG,P1,PRIMARY,GREENFIELD,NEW,HIGH,,,,PILOT_VALIDATED,,,,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-017,W1,"Cambridge Analytica : données, psychométrie, microtargeting et différence entre capacité revendiquée et efficacité démontrée",BACKLOG,P1,CASE,DEEPEN,PARTIAL,HIGH,,INV-096,,PILOT_VALIDATED,,,A071:186904003.larchitecture-de-la-censure-europeenne;A082:183123537.lempire-du-mensonge-rapport-dautopsie,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-018,W1,"Élections américaines 2016 : opération russe démontrée, effet électoral non démontré, construction politique ultérieure du récit",BACKLOG,P1,CASE,DEEPEN,PARTIAL,HIGH,,INV-013,,PILOT_VALIDATED,,,A118:180054346.kallas-et-les-19-pays-ce-que-les;A004:210182384.lingerence-sans-mesure,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-019,W2,"États-Unis : architecture publique de promotion de la démocratie — State Department, USAID, NED, USAGM, médias/société civile/élections",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,NONE,"Quelle est l’architecture publique américaine de promotion de la démocratie à l’étranger, quels flux et mécanismes relient State Department, USAID, NED, USAGM et bénéficiaires, et quelles interfaces avec l’action clandestine sont réellement documentées ?","1983–2026. Cartographier bases juridiques, budgets/flux, critères, bénéficiaires, médias/société civile/élections et transparence. L’action CIA n’entre que lorsqu’une interface documentée avec l’architecture publique existe ; ne pas assimiler financement public et commandement clandestin.",A090:181766389.les-telegraphistes-de-la-terreur;A004:210182384.lingerence-sans-mesure,DELIVERY_PASS_R2A2,NO,INV-019_RUN_HANDOFF.md,CLOSED — pilot PASS; RENARD NO.
INV-020,W2,États-Unis : frontière diplomatie publique / soft power / influence / action clandestine,MERGED,P1,MERGED,MERGED,PARTIAL,HIGH,,INV-019,INV-019,N/A,,,A118:180054346.kallas-et-les-19-pays-ce-que-les;A082:183123537.lempire-du-mensonge-rapport-dautopsie,NOT_RUN,UNDECIDED,,Traité comme axe/cas dans INV-019; aucun run séparé.
INV-021,W2,"Services américains et France/Europe depuis la guerre froide : renseignement, influence, souveraineté, cas documentables",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A020:199655242.le-numerique-colonise-70-des-donnees;A071:186904003.larchitecture-de-la-censure-europeenne;A118:180054346.kallas-et-les-19-pays-ce-que-les,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-022,W2,"Russie : opérations d’influence visant la France — acteurs, infrastructures, campagnes, audiences, impacts réels",CLOSED,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,NONE,"Quelles opérations d’influence attribuables à des acteurs russes ont matériellement visé la France, quelles infrastructures/acteurs les ont soutenues, quelle exposition est documentée et quels effets réels peuvent être établis ?","France et infrastructures étrangères causalement liées au ciblage de la France, 2022–2026-09-06. Inclure opérations informationnelles, attribution, infrastructures, acteurs/réseaux, audience/exposition, causalité/impact et contre-mesures ; exclure cyber/espionnage sans lien matériel, propagande générique non ciblée France et effets de persuasion/électoraux non soutenus.",A004:210182384.lingerence-sans-mesure;A008:208733314.la-fabrique-de-la-menace-comment;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A116:180061326.qui-a-vraiment-la-tete-dans-le-sable;A119:180052771.qui-est-vraiment-louis-duclos,DELIVERY_PASS_R3,NO,INV-022_RUN_HANDOFF.md,NONE — CLOSED after post-run review; RENARD NO; future updates only on material new attribution/impact evidence.
INV-023,W2,"Russie : financement, contacts et relations avec partis/mouvements européens",CLOSED,P1,CASE,DEEPEN,PARTIAL,HIGH,,INV-022,,NONE,"Quels financements, accords, contacts structurés, rémunérations ou formes de coopération entre acteurs russes et partis/mouvements politiques européens sont matériellement établis entre 2014 et 2026, quels niveaux de relation/coordination peuvent être prouvés, et quelles allégations restent non établies ?","Union européenne, plus Royaume-Uni lorsque matériel, 2014–2026-09-06. Cas discriminants et non exhaustifs : financement partisan, accords formels, paid influence, contacts structurés, accès, coordination/tasking et issues juridiques ; exclure sympathie idéologique, convergence de vote, diplomatie ordinaire et culpabilité par association.",A116:180061326.qui-a-vraiment-la-tete-dans-le-sable;A119:180052771.qui-est-vraiment-louis-duclos,DELIVERY_PASS_R3P1,NO,INV-023_RUN_HANDOFF.md,NONE — CLOSED after post-run review; RENARD NO; pre-run registry-gate deviation logged.
INV-024,W2,"Chine : système d’influence en France et en Europe — entreprises, diaspora, universités, médias, diplomatie, standards technologiques",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A008:208733314.la-fabrique-de-la-menace-comment;A020:199655242.le-numerique-colonise-70-des-donnees,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-025,W2,"Chine : United Front et frontière entre diaspora, influence et contrôle politique",BACKLOG,P1,CASE,GREENFIELD,NEW,HIGH,,INV-024,,PILOT_VALIDATED,,,,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-026,W2,"Israël : influence étatique, diplomatique, industrielle, sécuritaire et informationnelle en France/UE",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_RECLASSIFIED_2026-09-07_0610_R,"Quels mécanismes documentables permettent à des acteurs étatiques ou paraétatiques israéliens de chercher à influencer en France ou dans l’UE des décisions publiques, perceptions, coalitions politiques, politiques de sécurité ou l’environnement informationnel ; et jusqu’où peut-on établir financement, tasking, coordination, exposition et effet sans confondre diplomatie, lobbying privé, affinité politique et ingérence ?","France/UE 2017–2026, comparateurs seulement lorsqu’ils discriminent le mécanisme. Inclure diplomatie publique, ministères/ambassades, campagnes informationnelles, opérations numériques attribuées, soutien ou financement d’intermédiaires, relations sécuritaires/industrielles lorsqu’elles visent une décision ou perception politique, et cas judiciaires/parlementaires documentés. Exclure toute assimilation d’organisations juives, pro-israéliennes ou privées à l’État sans preuve de relation ; Israël != tout acteur pro-israélien ; financement/proximité != tasking ; lobbying légal != ingérence ; plaidoyer sur un conflit != opération étatique par nature.",A023:199655095.la-defense-rongee-449-md-sans-munitions;A055:192483249.ce-nest-pas-du-satanisme-cest-une;A057:192293819.la-democratie-en-cage,DELIVERY_PASS_R3P1,NO,INV-026_RUN_HANDOFF.md,NONE — CLOSED; Israel-as-sender symmetry controls available to INV-146; recheck only on material new sponsor/tasking/causal evidence.
INV-027,W2,"ELNET France : financements, voyages parlementaires, réseaux politiques, déclarations HATVP, effets démontrables",BACKLOG,P1,CASE,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,INV-026,,PILOT_VALIDATED,,,A023:199655095.la-defense-rongee-449-md-sans-munitions;A045:194518266.lingenierie-de-lenclos;A055:192483249.ce-nest-pas-du-satanisme-cest-une;A057:192293819.la-democratie-en-cage,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-028,W2,"AIPAC : mécanisme américain de lobbying pro-israélien, pouvoir électoral, financement, limites du parallèle avec la France",BACKLOG,P1,CASE,DEEPEN,PARTIAL,HIGH,,INV-026,,PILOT_VALIDATED,,,A055:192483249.ce-nest-pas-du-satanisme-cest-une,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-029,W2,"Allemagne : exercice de puissance au sein de l’UE — institutions, coalitions, poids économique et réglementaire",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A024:199655040.leurope-piege-francais-12-contentieux;A060:190739827.le-sabotage-energetique-francais;A063:189855247.le-sanctuaire-inverse-comment-la,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-030,W2,"France-Allemagne : nucléaire — divergence doctrinale, concurrence industrielle, règles européennes, intention versus effet",BACKLOG,P1,CASE,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,INV-029,,PILOT_VALIDATED,,,A060:190739827.le-sabotage-energetique-francais;A063:189855247.le-sanctuaire-inverse-comment-la;A114:180084168.energies-renouvelables-le-double,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-031,W2,"Royaume-Uni : influence financière, diplomatique, médiatique et renseignement en Europe",BACKLOG,P1,PRIMARY,GREENFIELD,NEW,HIGH,,,,PILOT_VALIDATED,,,,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-032,W2,"Qatar : investissements, lobbying, sport, médias, islam, politique et soft power en France",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A083:183424330.lagonie-du-souverain-la-singularite;A115:180081515.ukraine-ce-que-hayer-trump-et-zelenskyy,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-033,W2,"Émirats arabes unis : influence clandestine et réputationnelle en Europe, dont réseaux de renseignement privé lorsque démontrés",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_RECLASSIFIED_2026-09-07_0650,"Quels mécanismes attribuables aux Émirats arabes unis ou à des commanditaires émiratis peuvent être documentés en France/Europe — lobbying et relations publiques, financements, campagnes réputationnelles, renseignement privé, surveillance ou opérations clandestines — et jusqu’où peut-on établir la chaîne commanditaire → intermédiaire/prestataire → action → cible → exposition/effet sans confondre intérêt émirati, relation commerciale, nationalité et tasking étatique ?","2017–2026, priorité France/UE avec comparateurs européens documentables. Inclure Alp Services/« Abu Dhabi Secrets » et autres cas seulement lorsqu’une chaîne client, paiement, instruction, action et cible est sourçable ; distinguer gouvernement/entités publiques, clients privés émiratis, prestataires et relais locaux. Exclure investissement ou proximité diplomatique sans mécanisme d’influence. Financement ≠ commandement ; accès ≠ contrôle ; origine émiratie ≠ attribution étatique ; opération ≠ effet.",A071:186904003.larchitecture-de-la-censure-europeenne,DELIVERY_PASS_R3P1,NO,INV-033_RUN_HANDOFF.md,CLOSED — UAE-linked private-intelligence/covert-reputation control routed to INV-146; recheck only on material judicial/tasking/causal evidence.
INV-034,W2,"Arabie saoudite : finance, religion, lobbying, industrie et relations politiques françaises",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A083:183424330.lagonie-du-souverain-la-singularite;A115:180081515.ukraine-ce-que-hayer-trump-et-zelenskyy,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-035,W2,"Ukraine : diplomatie d’influence de guerre en France/UE, financement, communication, relais politiques et médiatiques",BACKLOG,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,PILOT_VALIDATED,,,A008:208733314.la-fabrique-de-la-menace-comment;A058:191802696.la-guerre-des-autres;A090:181766389.les-telegraphistes-de-la-terreur;A099:180396722.alla-poedie-cafards-censure-et-opacite;A100:180377342.bandera-vs-petain-ce-que-les-faits;A103:180267309.corruption-en-ukraine-garraud-a-t;A104:180261963.democratie-rare-en-temps-de-guerre-82a;A111:180120693.macron-et-la-paix-en-ukraine-ce-que;A115:180081515.ukraine-ce-que-hayer-trump-et-zelenskyy;A118:180054346.kallas-et-les-19-pays-ce-que-les;A119:180052771.qui-est-vraiment-louis-duclos,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-036,W2,"Turquie : État, diaspora, religion, associations et mobilisation politique en Europe",BACKLOG,P1,PRIMARY,GREENFIELD,NEW,HIGH,,,,PILOT_VALIDATED,,,,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-037,W2,"Iran : influence, diasporas, réseaux politiques et opérations informationnelles en Europe",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A075:186127641.limpasse-persique-pourquoi-loccident,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-038,W2,"Maroc et Algérie : influence politique, diplomatique et diasporique en France — séparer les deux États dans l’enquête",BLOCKED,P1,SYNTHESIS,SYNTHESIS,NEW,HIGH,INV-130;INV-131,,,CHILDREN_DONE,,,,NOT_RUN,UNDECIDED,,Ne lancer qu’après INV-130 et INV-131 ; comparer sans fusionner les causalités.
INV-039,W3,"Qui exerce réellement le pouvoir dans l’UE ? Commission, Conseil, Parlement, CJUE, BCE, États, lobbies",CLOSED,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,POST_PILOT_DYNAMIC_SELECTION_2026-09-06_TIE_REGISTRY_ORDER,"Selon le type de décision, qui dispose réellement de quels pouvoirs dans l'Union européenne entre Commission, Conseil européen, Conseil de l'UE, Parlement, CJUE, BCE et États membres, et où l'accès des lobbies peut-il influer sans être confondu avec une autorité formelle ou un contrôle de résultat ?","Union européenne, architecture en vigueur et pratique 2010–2026, avec priorité au cadre actuel. Distinguer initiative/agenda, codécision et veto, budget, actes d'exécution et délégués, mise en œuvre nationale, nominations, contrôle juridictionnel, politique monétaire, sanctions/conditionnalité et révision des traités. Comparer pouvoir juridique formel, capacité d'agenda, contrôle de mise en œuvre et influence d'accès. Ne pas produire un classement global unique des institutions et ne pas inférer capture à partir du lobbying seul.",A014:202848231.lecart-legalitelegitimite-la-signature;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A024:199655040.leurope-piege-francais-12-contentieux;A037:199049245.le-changement-de-regime-pourquoi;A057:192293819.la-democratie-en-cage,DELIVERY_PASS_R3P1,NO,INV-039_RUN_HANDOFF.md,NONE — CLOSED; procedure-specific power map available to INV-040; synthesis remains blocked by other constitutive investigations.
INV-040,W3,Déficit démocratique européen : réalité mesurable versus slogan politique,BLOCKED,P1,SYNTHESIS,SYNTHESIS,SUBSTANTIAL_PRIOR,HIGH,INV-039;INV-041;INV-042;INV-043;INV-044;INV-045;INV-046;INV-047;INV-048,,,DEPENDENCIES_DONE,,,A007:206399715.le-peuple-nexiste-que-sur-convocation;A010:205911763.le-verrou-invisible-anatomie-du-ric;A014:202848231.lecart-legalitelegitimite-la-signature;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A037:199049245.le-changement-de-regime-pourquoi;A057:192293819.la-democratie-en-cage,NOT_RUN,UNDECIDED,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.
INV-041,W3,"Commission européenne et production réglementaire : initiative, expertise, consultations, trilogues, actes délégués",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A024:199655040.leurope-piege-francais-12-contentieux;A048:194040178.lingenierie-de-la-possession;A061:190587326.ue-mercosur-le-mensonge-sanitaire,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-042,W3,"Lobbying européen : acteurs, dépenses, accès, consultations, portes tournantes",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,,,A024:199655040.leurope-piege-francais-12-contentieux;A056:192351575.le-reseau-qui-nous-facture;A068:187674415.le-triangle-de-la-capture-le-mecanisme;A091:181572197.lindustrie-de-linfluence-enquete,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
INV-043,W3,"DSA comme dispositif de gouvernance informationnelle : obligations réelles, intermédiaires, effets et recours",BACKLOG,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,PILOT_VALIDATED,,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A006:209222653.du-narratif-a-lingerence-le-seuil;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection,NOT_RUN,UNDECIDED,,"Pilote validé. Au prochain cycle, reclasser via CORE_MISSION_GATE puis model_change > discrimination > dependency_unlock > coverage_gap > utility. Ne pas pré-sélectionner hors d’un artefact de reclassification courant."
