section	inv_id	family_id	disposition	authority	support_function	reader_source_status	note
§6	INV-072	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-073	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-074	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-075	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-076	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-077	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-078	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-079	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-080	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-081	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-084	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-085	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-087	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-089	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-090	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-091	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-092	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-093	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-094	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-096	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-097	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-098	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-099	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-100	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§10	INV-103	F9	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§10	INV-111	F9	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§10	INV-112	F9	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-119	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-120	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-121	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-122	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-124	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-125	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-126	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-127	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-128	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§3	INV-130	F2	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§3	INV-131	F2	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§9	INV-132	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§10	INV-134	F0	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-135	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§4	INV-136	F3	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§6	INV-137	F6	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§3	INV-138	F2	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§4	INV-139	F3	DIRECT_MATERIAL_USE	RECOVERY_ONLY	material_support	PENDING_PUBLIC_SOURCE_LAYER	Récupération bornée conservée à autorité dégradée; aucune promotion au rang de handoff original.
§8	INV-140	F8	DIRECT_MATERIAL_USE	RECOVERY_ONLY	material_support	PENDING_PUBLIC_SOURCE_LAYER	Récupération bornée conservée à autorité dégradée; aucune promotion au rang de handoff original.
§9	INV-141	F10	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§7	INV-142	F7	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§8	INV-143	F8	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§10	INV-145	F0	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
§10	INV-147	F0	DIRECT_MATERIAL_USE	FIRST_ORDER_RESULT	material_support	PENDING_PUBLIC_SOURCE_LAYER	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
